Headline 1,Headline 2
"Council approves $37,000 grant agreement to support police investigations and training","Council approves $40,000 contract for immigration legal services with Fragomen firm"
Council holds ordinance to increase paid sick leave accrual rates and maximum hours for public hearing.,"Council approves $37,000 grant to help police investigate old sexual assault cases and improve interview rooms."
"$37,000 grant approved for old sexual assault case investigations.",Legislation to increase paid sick days for workers advances to a public hearing.
Council holds Bill 1736 on paid sick leave accrual rates for public hearing,"Council approves $37,000 grant agreement to support police investigations and training"
"Council approves $37,000 grant to help police investigate old sexual assault cases and improve interview rooms.",Council approves agreement for University of Pittsburgh to pay for extra trash pickup in Oakland during student move-in and move-out periods.
"$37,000 grant approved for old sexual assault case investigations.",University of Pittsburgh to fund up to 15 additional city trash collections in Oakland.
Council approves amended agreement with University of Pittsburgh for supplemental waste pickup in Oakland at no cost to the city,"Council approves $37,000 grant agreement to support police investigations and training"
Council approves agreement for six new bus shelters in Hazelwood at no cost to the city.,"Council approves $37,000 grant to help police investigate old sexual assault cases and improve interview rooms."
Six new bus shelters will be built in Hazelwood at no cost to the city.,"$37,000 grant approved for old sexual assault case investigations."
"Council approves $37,000 grant agreement to support police investigations and training",City Council approves agreement with Almono LP for six new bus shelters in Hazelwood at no cost to city
Council approves agreement allowing Team Pittsburgh to live-stream hockey games at Marmaduke Park at no cost to the city.,"Council approves $37,000 grant to help police investigate old sexual assault cases and improve interview rooms."
Dek hockey games at Marmaduke Park will be live-streamed at no cost to the city.,"$37,000 grant approved for old sexual assault case investigations."
"Council approves $37,000 grant agreement to support police investigations and training",City Council approves agreement to live-stream dek hockey games at Marmaduke Park at no cost to the City
Council approves transferring city property at 219 Reifert Street to Pittsburgh Land Bank for $1.,"Council approves $37,000 grant to help police investigate old sexual assault cases and improve interview rooms."
"$37,000 grant approved for old sexual assault case investigations.",The Pittsburgh Land Bank will acquire a city property at 219 Reifert Street.
Council approves Pittsburgh Land Bank acquisition of city property at 219 Reifert Street,"Council approves $37,000 grant agreement to support police investigations and training"
"Council approves application for $250,000 state grant to fix Emerald View Trail with city matching funds.",Council passes ordinance clarifying rules for posting residential parking permit signs.
New ordinance clarifies which streets and at what times residential parking permits will be enforced.,"City to apply for $250,000 state grant for Emerald View Trail rehabilitation."
Council approves clearer rules for residential parking permit signage,Council approves grant application and city funding for Emerald View Trail rehabilitation project
"Council approves application for $250,000 state grant to fix Emerald View Trail with city matching funds.",Council expands residential permit parking program to more South Side Flats streets.
"City to apply for $250,000 state grant for Emerald View Trail rehabilitation.",More streets in the South Side Flats added to residential permit parking zone.
Council approves grant application and city funding for Emerald View Trail rehabilitation project,Council approves expansion of Residential Permit Parking Area KK in South Side Flats
"Council approves application for $250,000 state grant to fix Emerald View Trail with city matching funds.",Council approves sewage plan revision for Walnut McKee Apartments development at 296 McKee Place.
"City to apply for $250,000 state grant for Emerald View Trail rehabilitation.",Council approves sewer connection for new Walnut McKee Apartments.
City Council approves sewage plan revision for 296 McKee Place at no cost to the City,Council approves grant application and city funding for Emerald View Trail rehabilitation project
Council approves sewage plan revision for South Side townhome development at no cost to the City.,"Council approves application for $250,000 state grant to fix Emerald View Trail with city matching funds."
"City to apply for $250,000 state grant for Emerald View Trail rehabilitation.",Council approves sewer plan for new Josephine Street Townhomes.
Council approves grant application and city funding for Emerald View Trail rehabilitation project,City Council approves sewage plan revision for 215 South 21st Street development at no cost to the City
"Council approves $8,200 deal to let ALCOSAN build underground tunnels through nine city properties.","Council approves application for $250,000 state grant to fix Emerald View Trail with city matching funds."
"City to apply for $250,000 state grant for Emerald View Trail rehabilitation.",City grants ALCOSAN underground land access for a major sewer project.
Council approves grant application and city funding for Emerald View Trail rehabilitation project,"City Council approves easements for ALCOSAN tunnels on nine city-owned properties for $8,200"
"Council approves application for $250,000 state grant to fix Emerald View Trail with city matching funds.","Council schedules meeting on police, EMS and fire equipment after ambulance breaks down responding to emergency call."
Council schedules hearing on aging public safety vehicles.,"City to apply for $250,000 state grant for Emerald View Trail rehabilitation."
Council approves grant application and city funding for Emerald View Trail rehabilitation project,"Council schedules special meeting to address EMS, fire, and police fleet issues"
Council holds public hearing on bill to reduce minimum lot sizes for residential development.,"Council approves application for $250,000 state grant to fix Emerald View Trail with city matching funds."
Council hears conflicting public testimony on a bill to reduce minimum lot sizes for homes.,"City to apply for $250,000 state grant for Emerald View Trail rehabilitation."
Council holds public hearing and advances bill to reduce minimum lot sizes in residential zoning districts,Council approves grant application and city funding for Emerald View Trail rehabilitation project
"Council holds resolution to sell city-owned property on Itin Street for $3,755.","Council approves application for $250,000 state grant to fix Emerald View Trail with city matching funds."
Council holds proposed sale of Itin Street property for one week.,"City to apply for $250,000 state grant for Emerald View Trail rehabilitation."
City Council holds resolution for sale of 23rd Ward property for one week,Council approves grant application and city funding for Emerald View Trail rehabilitation project
"Council holds resolution to transfer $33,292 for employee tuition reimbursement for six weeks.","Council approves application for $250,000 state grant to fix Emerald View Trail with city matching funds."
"City to apply for $250,000 state grant for Emerald View Trail rehabilitation.","$33,292 transfer for council staff tuition reimbursement is held for six weeks."
"City Council votes to hold $33,292 budget transfer for tuition reimbursement for six weeks",Council approves grant application and city funding for Emerald View Trail rehabilitation project
"Council approves application for $250,000 state grant to fix Emerald View Trail with city matching funds.","Council approves $40,000 contract with law firm for immigration legal services."
"City to apply for $250,000 state grant for Emerald View Trail rehabilitation.","City approves $40,000 contract for immigration legal services."
Council approves grant application and city funding for Emerald View Trail rehabilitation project,"Council approves $40,000 contract for immigration legal services with Fragomen firm"
Council holds ordinance to increase paid sick leave accrual rates and maximum hours for public hearing.,"Council approves application for $250,000 state grant to fix Emerald View Trail with city matching funds."
"City to apply for $250,000 state grant for Emerald View Trail rehabilitation.",Legislation to increase paid sick days for workers advances to a public hearing.
Council approves grant application and city funding for Emerald View Trail rehabilitation project,Council holds Bill 1736 on paid sick leave accrual rates for public hearing
"Council approves application for $250,000 state grant to fix Emerald View Trail with city matching funds.",Council approves agreement for University of Pittsburgh to pay for extra trash pickup in Oakland during student move-in and move-out periods.
University of Pittsburgh to fund up to 15 additional city trash collections in Oakland.,"City to apply for $250,000 state grant for Emerald View Trail rehabilitation."
Council approves amended agreement with University of Pittsburgh for supplemental waste pickup in Oakland at no cost to the city,Council approves grant application and city funding for Emerald View Trail rehabilitation project
"Council approves application for $250,000 state grant to fix Emerald View Trail with city matching funds.",Council approves agreement for six new bus shelters in Hazelwood at no cost to the city.
"City to apply for $250,000 state grant for Emerald View Trail rehabilitation.",Six new bus shelters will be built in Hazelwood at no cost to the city.
Council approves grant application and city funding for Emerald View Trail rehabilitation project,City Council approves agreement with Almono LP for six new bus shelters in Hazelwood at no cost to city
Council approves agreement allowing Team Pittsburgh to live-stream hockey games at Marmaduke Park at no cost to the city.,"Council approves application for $250,000 state grant to fix Emerald View Trail with city matching funds."
Dek hockey games at Marmaduke Park will be live-streamed at no cost to the city.,"City to apply for $250,000 state grant for Emerald View Trail rehabilitation."
City Council approves agreement to live-stream dek hockey games at Marmaduke Park at no cost to the City,Council approves grant application and city funding for Emerald View Trail rehabilitation project
"Council approves application for $250,000 state grant to fix Emerald View Trail with city matching funds.",Council approves transferring city property at 219 Reifert Street to Pittsburgh Land Bank for $1.
The Pittsburgh Land Bank will acquire a city property at 219 Reifert Street.,"City to apply for $250,000 state grant for Emerald View Trail rehabilitation."
Council approves Pittsburgh Land Bank acquisition of city property at 219 Reifert Street,Council approves grant application and city funding for Emerald View Trail rehabilitation project
Council expands residential permit parking program to more South Side Flats streets.,Council passes ordinance clarifying rules for posting residential parking permit signs.
New ordinance clarifies which streets and at what times residential parking permits will be enforced.,More streets in the South Side Flats added to residential permit parking zone.
Council approves clearer rules for residential parking permit signage,Council approves expansion of Residential Permit Parking Area KK in South Side Flats
Council passes ordinance clarifying rules for posting residential parking permit signs.,Council approves sewage plan revision for Walnut McKee Apartments development at 296 McKee Place.
New ordinance clarifies which streets and at what times residential parking permits will be enforced.,Council approves sewer connection for new Walnut McKee Apartments.
City Council approves sewage plan revision for 296 McKee Place at no cost to the City,Council approves clearer rules for residential parking permit signage
Council passes ordinance clarifying rules for posting residential parking permit signs.,Council approves sewage plan revision for South Side townhome development at no cost to the City.
Council approves sewer plan for new Josephine Street Townhomes.,New ordinance clarifies which streets and at what times residential parking permits will be enforced.
Council approves clearer rules for residential parking permit signage,City Council approves sewage plan revision for 215 South 21st Street development at no cost to the City
Council passes ordinance clarifying rules for posting residential parking permit signs.,"Council approves $8,200 deal to let ALCOSAN build underground tunnels through nine city properties."
City grants ALCOSAN underground land access for a major sewer project.,New ordinance clarifies which streets and at what times residential parking permits will be enforced.
"City Council approves easements for ALCOSAN tunnels on nine city-owned properties for $8,200",Council approves clearer rules for residential parking permit signage
Council passes ordinance clarifying rules for posting residential parking permit signs.,"Council schedules meeting on police, EMS and fire equipment after ambulance breaks down responding to emergency call."
Council schedules hearing on aging public safety vehicles.,New ordinance clarifies which streets and at what times residential parking permits will be enforced.
"Council schedules special meeting to address EMS, fire, and police fleet issues",Council approves clearer rules for residential parking permit signage
Council holds public hearing on bill to reduce minimum lot sizes for residential development.,Council passes ordinance clarifying rules for posting residential parking permit signs.
Council hears conflicting public testimony on a bill to reduce minimum lot sizes for homes.,New ordinance clarifies which streets and at what times residential parking permits will be enforced.
Council approves clearer rules for residential parking permit signage,Council holds public hearing and advances bill to reduce minimum lot sizes in residential zoning districts
Council passes ordinance clarifying rules for posting residential parking permit signs.,"Council holds resolution to sell city-owned property on Itin Street for $3,755."
New ordinance clarifies which streets and at what times residential parking permits will be enforced.,Council holds proposed sale of Itin Street property for one week.
Council approves clearer rules for residential parking permit signage,City Council holds resolution for sale of 23rd Ward property for one week
Council passes ordinance clarifying rules for posting residential parking permit signs.,"Council holds resolution to transfer $33,292 for employee tuition reimbursement for six weeks."
New ordinance clarifies which streets and at what times residential parking permits will be enforced.,"$33,292 transfer for council staff tuition reimbursement is held for six weeks."
"City Council votes to hold $33,292 budget transfer for tuition reimbursement for six weeks",Council approves clearer rules for residential parking permit signage
"Council approves $40,000 contract with law firm for immigration legal services.",Council passes ordinance clarifying rules for posting residential parking permit signs.
"City approves $40,000 contract for immigration legal services.",New ordinance clarifies which streets and at what times residential parking permits will be enforced.
"Council approves $40,000 contract for immigration legal services with Fragomen firm",Council approves clearer rules for residential parking permit signage
Council holds ordinance to increase paid sick leave accrual rates and maximum hours for public hearing.,Council passes ordinance clarifying rules for posting residential parking permit signs.
Legislation to increase paid sick days for workers advances to a public hearing.,New ordinance clarifies which streets and at what times residential parking permits will be enforced.
Council approves clearer rules for residential parking permit signage,Council holds Bill 1736 on paid sick leave accrual rates for public hearing
Council passes ordinance clarifying rules for posting residential parking permit signs.,Council approves agreement for University of Pittsburgh to pay for extra trash pickup in Oakland during student move-in and move-out periods.
New ordinance clarifies which streets and at what times residential parking permits will be enforced.,University of Pittsburgh to fund up to 15 additional city trash collections in Oakland.
Council approves clearer rules for residential parking permit signage,Council approves amended agreement with University of Pittsburgh for supplemental waste pickup in Oakland at no cost to the city
Council approves agreement for six new bus shelters in Hazelwood at no cost to the city.,Council passes ordinance clarifying rules for posting residential parking permit signs.
Six new bus shelters will be built in Hazelwood at no cost to the city.,New ordinance clarifies which streets and at what times residential parking permits will be enforced.
City Council approves agreement with Almono LP for six new bus shelters in Hazelwood at no cost to city,Council approves clearer rules for residential parking permit signage
Council passes ordinance clarifying rules for posting residential parking permit signs.,Council approves agreement allowing Team Pittsburgh to live-stream hockey games at Marmaduke Park at no cost to the city.
Dek hockey games at Marmaduke Park will be live-streamed at no cost to the city.,New ordinance clarifies which streets and at what times residential parking permits will be enforced.
City Council approves agreement to live-stream dek hockey games at Marmaduke Park at no cost to the City,Council approves clearer rules for residential parking permit signage
Council approves transferring city property at 219 Reifert Street to Pittsburgh Land Bank for $1.,Council passes ordinance clarifying rules for posting residential parking permit signs.
New ordinance clarifies which streets and at what times residential parking permits will be enforced.,The Pittsburgh Land Bank will acquire a city property at 219 Reifert Street.
Council approves clearer rules for residential parking permit signage,Council approves Pittsburgh Land Bank acquisition of city property at 219 Reifert Street
Council expands residential permit parking program to more South Side Flats streets.,Council approves sewage plan revision for Walnut McKee Apartments development at 296 McKee Place.
Council approves sewer connection for new Walnut McKee Apartments.,More streets in the South Side Flats added to residential permit parking zone.
City Council approves sewage plan revision for 296 McKee Place at no cost to the City,Council approves expansion of Residential Permit Parking Area KK in South Side Flats
Council approves sewage plan revision for South Side townhome development at no cost to the City.,Council expands residential permit parking program to more South Side Flats streets.
Council approves sewer plan for new Josephine Street Townhomes.,More streets in the South Side Flats added to residential permit parking zone.
City Council approves sewage plan revision for 215 South 21st Street development at no cost to the City,Council approves expansion of Residential Permit Parking Area KK in South Side Flats
Council expands residential permit parking program to more South Side Flats streets.,"Council approves $8,200 deal to let ALCOSAN build underground tunnels through nine city properties."
More streets in the South Side Flats added to residential permit parking zone.,City grants ALCOSAN underground land access for a major sewer project.
"City Council approves easements for ALCOSAN tunnels on nine city-owned properties for $8,200",Council approves expansion of Residential Permit Parking Area KK in South Side Flats
"Council schedules meeting on police, EMS and fire equipment after ambulance breaks down responding to emergency call.",Council expands residential permit parking program to more South Side Flats streets.
More streets in the South Side Flats added to residential permit parking zone.,Council schedules hearing on aging public safety vehicles.
"Council schedules special meeting to address EMS, fire, and police fleet issues",Council approves expansion of Residential Permit Parking Area KK in South Side Flats
Council holds public hearing on bill to reduce minimum lot sizes for residential development.,Council expands residential permit parking program to more South Side Flats streets.
Council hears conflicting public testimony on a bill to reduce minimum lot sizes for homes.,More streets in the South Side Flats added to residential permit parking zone.
Council approves expansion of Residential Permit Parking Area KK in South Side Flats,Council holds public hearing and advances bill to reduce minimum lot sizes in residential zoning districts
"Council holds resolution to sell city-owned property on Itin Street for $3,755.",Council expands residential permit parking program to more South Side Flats streets.
Council holds proposed sale of Itin Street property for one week.,More streets in the South Side Flats added to residential permit parking zone.
City Council holds resolution for sale of 23rd Ward property for one week,Council approves expansion of Residential Permit Parking Area KK in South Side Flats
Council expands residential permit parking program to more South Side Flats streets.,"Council holds resolution to transfer $33,292 for employee tuition reimbursement for six weeks."
"$33,292 transfer for council staff tuition reimbursement is held for six weeks.",More streets in the South Side Flats added to residential permit parking zone.
"City Council votes to hold $33,292 budget transfer for tuition reimbursement for six weeks",Council approves expansion of Residential Permit Parking Area KK in South Side Flats
"Council approves $40,000 contract with law firm for immigration legal services.",Council expands residential permit parking program to more South Side Flats streets.
More streets in the South Side Flats added to residential permit parking zone.,"City approves $40,000 contract for immigration legal services."
"Council approves $40,000 contract for immigration legal services with Fragomen firm",Council approves expansion of Residential Permit Parking Area KK in South Side Flats
Council expands residential permit parking program to more South Side Flats streets.,Council holds ordinance to increase paid sick leave accrual rates and maximum hours for public hearing.
Legislation to increase paid sick days for workers advances to a public hearing.,More streets in the South Side Flats added to residential permit parking zone.
Council holds Bill 1736 on paid sick leave accrual rates for public hearing,Council approves expansion of Residential Permit Parking Area KK in South Side Flats
Council expands residential permit parking program to more South Side Flats streets.,Council approves agreement for University of Pittsburgh to pay for extra trash pickup in Oakland during student move-in and move-out periods.
University of Pittsburgh to fund up to 15 additional city trash collections in Oakland.,More streets in the South Side Flats added to residential permit parking zone.
Council approves amended agreement with University of Pittsburgh for supplemental waste pickup in Oakland at no cost to the city,Council approves expansion of Residential Permit Parking Area KK in South Side Flats
Council expands residential permit parking program to more South Side Flats streets.,Council approves agreement for six new bus shelters in Hazelwood at no cost to the city.
Six new bus shelters will be built in Hazelwood at no cost to the city.,More streets in the South Side Flats added to residential permit parking zone.
Council approves expansion of Residential Permit Parking Area KK in South Side Flats,City Council approves agreement with Almono LP for six new bus shelters in Hazelwood at no cost to city
Council approves agreement allowing Team Pittsburgh to live-stream hockey games at Marmaduke Park at no cost to the city.,Council expands residential permit parking program to more South Side Flats streets.
More streets in the South Side Flats added to residential permit parking zone.,Dek hockey games at Marmaduke Park will be live-streamed at no cost to the city.
City Council approves agreement to live-stream dek hockey games at Marmaduke Park at no cost to the City,Council approves expansion of Residential Permit Parking Area KK in South Side Flats
Council expands residential permit parking program to more South Side Flats streets.,Council approves transferring city property at 219 Reifert Street to Pittsburgh Land Bank for $1.
The Pittsburgh Land Bank will acquire a city property at 219 Reifert Street.,More streets in the South Side Flats added to residential permit parking zone.
Council approves expansion of Residential Permit Parking Area KK in South Side Flats,Council approves Pittsburgh Land Bank acquisition of city property at 219 Reifert Street
Council approves sewage plan revision for Walnut McKee Apartments development at 296 McKee Place.,Council approves sewage plan revision for South Side townhome development at no cost to the City.
Council approves sewer plan for new Josephine Street Townhomes.,Council approves sewer connection for new Walnut McKee Apartments.
City Council approves sewage plan revision for 296 McKee Place at no cost to the City,City Council approves sewage plan revision for 215 South 21st Street development at no cost to the City
"Council approves $8,200 deal to let ALCOSAN build underground tunnels through nine city properties.",Council approves sewage plan revision for Walnut McKee Apartments development at 296 McKee Place.
Council approves sewer connection for new Walnut McKee Apartments.,City grants ALCOSAN underground land access for a major sewer project.
City Council approves sewage plan revision for 296 McKee Place at no cost to the City,"City Council approves easements for ALCOSAN tunnels on nine city-owned properties for $8,200"
Council approves sewage plan revision for Walnut McKee Apartments development at 296 McKee Place.,"Council schedules meeting on police, EMS and fire equipment after ambulance breaks down responding to emergency call."
Council schedules hearing on aging public safety vehicles.,Council approves sewer connection for new Walnut McKee Apartments.
"Council schedules special meeting to address EMS, fire, and police fleet issues",City Council approves sewage plan revision for 296 McKee Place at no cost to the City
Council holds public hearing on bill to reduce minimum lot sizes for residential development.,Council approves sewage plan revision for Walnut McKee Apartments development at 296 McKee Place.
Council approves sewer connection for new Walnut McKee Apartments.,Council hears conflicting public testimony on a bill to reduce minimum lot sizes for homes.
City Council approves sewage plan revision for 296 McKee Place at no cost to the City,Council holds public hearing and advances bill to reduce minimum lot sizes in residential zoning districts
"Council holds resolution to sell city-owned property on Itin Street for $3,755.",Council approves sewage plan revision for Walnut McKee Apartments development at 296 McKee Place.
Council holds proposed sale of Itin Street property for one week.,Council approves sewer connection for new Walnut McKee Apartments.
City Council approves sewage plan revision for 296 McKee Place at no cost to the City,City Council holds resolution for sale of 23rd Ward property for one week
"Council holds resolution to transfer $33,292 for employee tuition reimbursement for six weeks.",Council approves sewage plan revision for Walnut McKee Apartments development at 296 McKee Place.
"$33,292 transfer for council staff tuition reimbursement is held for six weeks.",Council approves sewer connection for new Walnut McKee Apartments.
City Council approves sewage plan revision for 296 McKee Place at no cost to the City,"City Council votes to hold $33,292 budget transfer for tuition reimbursement for six weeks"
Council approves sewage plan revision for Walnut McKee Apartments development at 296 McKee Place.,"Council approves $40,000 contract with law firm for immigration legal services."
Council approves sewer connection for new Walnut McKee Apartments.,"City approves $40,000 contract for immigration legal services."
City Council approves sewage plan revision for 296 McKee Place at no cost to the City,"Council approves $40,000 contract for immigration legal services with Fragomen firm"
Council approves sewage plan revision for Walnut McKee Apartments development at 296 McKee Place.,Council holds ordinance to increase paid sick leave accrual rates and maximum hours for public hearing.
Legislation to increase paid sick days for workers advances to a public hearing.,Council approves sewer connection for new Walnut McKee Apartments.
City Council approves sewage plan revision for 296 McKee Place at no cost to the City,Council holds Bill 1736 on paid sick leave accrual rates for public hearing
Council approves sewage plan revision for Walnut McKee Apartments development at 296 McKee Place.,Council approves agreement for University of Pittsburgh to pay for extra trash pickup in Oakland during student move-in and move-out periods.
Council approves sewer connection for new Walnut McKee Apartments.,University of Pittsburgh to fund up to 15 additional city trash collections in Oakland.
Council approves amended agreement with University of Pittsburgh for supplemental waste pickup in Oakland at no cost to the city,City Council approves sewage plan revision for 296 McKee Place at no cost to the City
Council approves sewage plan revision for Walnut McKee Apartments development at 296 McKee Place.,Council approves agreement for six new bus shelters in Hazelwood at no cost to the city.
Council approves sewer connection for new Walnut McKee Apartments.,Six new bus shelters will be built in Hazelwood at no cost to the city.
City Council approves agreement with Almono LP for six new bus shelters in Hazelwood at no cost to city,City Council approves sewage plan revision for 296 McKee Place at no cost to the City
Council approves sewage plan revision for Walnut McKee Apartments development at 296 McKee Place.,Council approves agreement allowing Team Pittsburgh to live-stream hockey games at Marmaduke Park at no cost to the city.
Council approves sewer connection for new Walnut McKee Apartments.,Dek hockey games at Marmaduke Park will be live-streamed at no cost to the city.
City Council approves agreement to live-stream dek hockey games at Marmaduke Park at no cost to the City,City Council approves sewage plan revision for 296 McKee Place at no cost to the City
Council approves transferring city property at 219 Reifert Street to Pittsburgh Land Bank for $1.,Council approves sewage plan revision for Walnut McKee Apartments development at 296 McKee Place.
Council approves sewer connection for new Walnut McKee Apartments.,The Pittsburgh Land Bank will acquire a city property at 219 Reifert Street.
Council approves Pittsburgh Land Bank acquisition of city property at 219 Reifert Street,City Council approves sewage plan revision for 296 McKee Place at no cost to the City
"Council approves $8,200 deal to let ALCOSAN build underground tunnels through nine city properties.",Council approves sewage plan revision for South Side townhome development at no cost to the City.
City grants ALCOSAN underground land access for a major sewer project.,Council approves sewer plan for new Josephine Street Townhomes.
"City Council approves easements for ALCOSAN tunnels on nine city-owned properties for $8,200",City Council approves sewage plan revision for 215 South 21st Street development at no cost to the City
Council approves sewage plan revision for South Side townhome development at no cost to the City.,"Council schedules meeting on police, EMS and fire equipment after ambulance breaks down responding to emergency call."
Council approves sewer plan for new Josephine Street Townhomes.,Council schedules hearing on aging public safety vehicles.
"Council schedules special meeting to address EMS, fire, and police fleet issues",City Council approves sewage plan revision for 215 South 21st Street development at no cost to the City
Council approves sewage plan revision for South Side townhome development at no cost to the City.,Council holds public hearing on bill to reduce minimum lot sizes for residential development.
Council approves sewer plan for new Josephine Street Townhomes.,Council hears conflicting public testimony on a bill to reduce minimum lot sizes for homes.
Council holds public hearing and advances bill to reduce minimum lot sizes in residential zoning districts,City Council approves sewage plan revision for 215 South 21st Street development at no cost to the City
"Council holds resolution to sell city-owned property on Itin Street for $3,755.",Council approves sewage plan revision for South Side townhome development at no cost to the City.
Council approves sewer plan for new Josephine Street Townhomes.,Council holds proposed sale of Itin Street property for one week.
City Council holds resolution for sale of 23rd Ward property for one week,City Council approves sewage plan revision for 215 South 21st Street development at no cost to the City
"Council holds resolution to transfer $33,292 for employee tuition reimbursement for six weeks.",Council approves sewage plan revision for South Side townhome development at no cost to the City.
"$33,292 transfer for council staff tuition reimbursement is held for six weeks.",Council approves sewer plan for new Josephine Street Townhomes.
City Council approves sewage plan revision for 215 South 21st Street development at no cost to the City,"City Council votes to hold $33,292 budget transfer for tuition reimbursement for six weeks"
"Council approves $40,000 contract with law firm for immigration legal services.",Council approves sewage plan revision for South Side townhome development at no cost to the City.
Council approves sewer plan for new Josephine Street Townhomes.,"City approves $40,000 contract for immigration legal services."
City Council approves sewage plan revision for 215 South 21st Street development at no cost to the City,"Council approves $40,000 contract for immigration legal services with Fragomen firm"
Council approves sewage plan revision for South Side townhome development at no cost to the City.,Council holds ordinance to increase paid sick leave accrual rates and maximum hours for public hearing.
Council approves sewer plan for new Josephine Street Townhomes.,Legislation to increase paid sick days for workers advances to a public hearing.
City Council approves sewage plan revision for 215 South 21st Street development at no cost to the City,Council holds Bill 1736 on paid sick leave accrual rates for public hearing
Council approves sewage plan revision for South Side townhome development at no cost to the City.,Council approves agreement for University of Pittsburgh to pay for extra trash pickup in Oakland during student move-in and move-out periods.
University of Pittsburgh to fund up to 15 additional city trash collections in Oakland.,Council approves sewer plan for new Josephine Street Townhomes.
Council approves amended agreement with University of Pittsburgh for supplemental waste pickup in Oakland at no cost to the city,City Council approves sewage plan revision for 215 South 21st Street development at no cost to the City
Council approves sewage plan revision for South Side townhome development at no cost to the City.,Council approves agreement for six new bus shelters in Hazelwood at no cost to the city.
Council approves sewer plan for new Josephine Street Townhomes.,Six new bus shelters will be built in Hazelwood at no cost to the city.
City Council approves sewage plan revision for 215 South 21st Street development at no cost to the City,City Council approves agreement with Almono LP for six new bus shelters in Hazelwood at no cost to city
Council approves agreement allowing Team Pittsburgh to live-stream hockey games at Marmaduke Park at no cost to the city.,Council approves sewage plan revision for South Side townhome development at no cost to the City.
Dek hockey games at Marmaduke Park will be live-streamed at no cost to the city.,Council approves sewer plan for new Josephine Street Townhomes.
City Council approves sewage plan revision for 215 South 21st Street development at no cost to the City,City Council approves agreement to live-stream dek hockey games at Marmaduke Park at no cost to the City
Council approves sewage plan revision for South Side townhome development at no cost to the City.,Council approves transferring city property at 219 Reifert Street to Pittsburgh Land Bank for $1.
Council approves sewer plan for new Josephine Street Townhomes.,The Pittsburgh Land Bank will acquire a city property at 219 Reifert Street.
Council approves Pittsburgh Land Bank acquisition of city property at 219 Reifert Street,City Council approves sewage plan revision for 215 South 21st Street development at no cost to the City
"Council schedules meeting on police, EMS and fire equipment after ambulance breaks down responding to emergency call.","Council approves $8,200 deal to let ALCOSAN build underground tunnels through nine city properties."
City grants ALCOSAN underground land access for a major sewer project.,Council schedules hearing on aging public safety vehicles.
"City Council approves easements for ALCOSAN tunnels on nine city-owned properties for $8,200","Council schedules special meeting to address EMS, fire, and police fleet issues"
Council holds public hearing on bill to reduce minimum lot sizes for residential development.,"Council approves $8,200 deal to let ALCOSAN build underground tunnels through nine city properties."
Council hears conflicting public testimony on a bill to reduce minimum lot sizes for homes.,City grants ALCOSAN underground land access for a major sewer project.
"City Council approves easements for ALCOSAN tunnels on nine city-owned properties for $8,200",Council holds public hearing and advances bill to reduce minimum lot sizes in residential zoning districts
"Council approves $8,200 deal to let ALCOSAN build underground tunnels through nine city properties.","Council holds resolution to sell city-owned property on Itin Street for $3,755."
City grants ALCOSAN underground land access for a major sewer project.,Council holds proposed sale of Itin Street property for one week.
City Council holds resolution for sale of 23rd Ward property for one week,"City Council approves easements for ALCOSAN tunnels on nine city-owned properties for $8,200"
"Council approves $8,200 deal to let ALCOSAN build underground tunnels through nine city properties.","Council holds resolution to transfer $33,292 for employee tuition reimbursement for six weeks."
City grants ALCOSAN underground land access for a major sewer project.,"$33,292 transfer for council staff tuition reimbursement is held for six weeks."
"City Council approves easements for ALCOSAN tunnels on nine city-owned properties for $8,200","City Council votes to hold $33,292 budget transfer for tuition reimbursement for six weeks"
"Council approves $40,000 contract with law firm for immigration legal services.","Council approves $8,200 deal to let ALCOSAN build underground tunnels through nine city properties."
City grants ALCOSAN underground land access for a major sewer project.,"City approves $40,000 contract for immigration legal services."
"Council approves $40,000 contract for immigration legal services with Fragomen firm","City Council approves easements for ALCOSAN tunnels on nine city-owned properties for $8,200"
"Council approves $8,200 deal to let ALCOSAN build underground tunnels through nine city properties.",Council holds ordinance to increase paid sick leave accrual rates and maximum hours for public hearing.
Legislation to increase paid sick days for workers advances to a public hearing.,City grants ALCOSAN underground land access for a major sewer project.
Council holds Bill 1736 on paid sick leave accrual rates for public hearing,"City Council approves easements for ALCOSAN tunnels on nine city-owned properties for $8,200"
Council approves agreement for University of Pittsburgh to pay for extra trash pickup in Oakland during student move-in and move-out periods.,"Council approves $8,200 deal to let ALCOSAN build underground tunnels through nine city properties."
City grants ALCOSAN underground land access for a major sewer project.,University of Pittsburgh to fund up to 15 additional city trash collections in Oakland.
"City Council approves easements for ALCOSAN tunnels on nine city-owned properties for $8,200",Council approves amended agreement with University of Pittsburgh for supplemental waste pickup in Oakland at no cost to the city
"Council approves $8,200 deal to let ALCOSAN build underground tunnels through nine city properties.",Council approves agreement for six new bus shelters in Hazelwood at no cost to the city.
City grants ALCOSAN underground land access for a major sewer project.,Six new bus shelters will be built in Hazelwood at no cost to the city.
City Council approves agreement with Almono LP for six new bus shelters in Hazelwood at no cost to city,"City Council approves easements for ALCOSAN tunnels on nine city-owned properties for $8,200"
Council approves agreement allowing Team Pittsburgh to live-stream hockey games at Marmaduke Park at no cost to the city.,"Council approves $8,200 deal to let ALCOSAN build underground tunnels through nine city properties."
