Headline 1,Headline 2
"Council approves purchase of a nearly $13,500 diagnostic tool for Public Works vehicles.",Council recommends switching to USI Insurance Services as the city's new insurance broker.
City Council approves no-cost agreement with USI Insurance Services for three-year insurance brokerage contract,"Council approves $13,499 purchase of Mac Scan tool for DPW vehicle repairs"
"Council approves $13,500 purchase of diagnostic tool to repair city vehicles.",Council approves over $1 million in additional federal funding for Liberty Avenue road project.
Council committee recommends adding $1.06 million in federal funds for a Liberty Avenue project.,"Council approves purchase of a nearly $13,500 diagnostic tool for Public Works vehicles."
Council approves $1.06 million increase for Liberty Avenue project with new federal funding,"Council approves $13,499 purchase of Mac Scan tool for DPW vehicle repairs"
"Council holds resolution to sell city-owned property on Itin Street for $3,755 until April.","Council approves $13,500 purchase of diagnostic tool to repair city vehicles."
City Council delays a decision on the sale of a 23rd Ward property for green space and parking.,"Council approves purchase of a nearly $13,500 diagnostic tool for Public Works vehicles."
"Council approves $13,499 purchase of Mac Scan tool for DPW vehicle repairs",Council holds resolution on sale of 23rd Ward property acquired at tax sale for further review
"Council approves $13,500 purchase of diagnostic tool to repair city vehicles.","Council approves $32,750 contract for company to create police recruitment videos using grant money."
"Council approves purchase of a nearly $13,500 diagnostic tool for Public Works vehicles.","A City Council committee recommends spending $32,750 in grant money on new police recruitment videos."
"Council approves $32,750 contract with Kicker, Inc. for police recruitment video production","Council approves $13,499 purchase of Mac Scan tool for DPW vehicle repairs"
"Council approves $13,500 purchase of diagnostic tool to repair city vehicles.","Council recommends accepting reduced $250,000 state grant for Smallman Street Complete Street Project."
"City accepts a reduced $250,000 state grant for the Smallman Street project.","Council approves purchase of a nearly $13,500 diagnostic tool for Public Works vehicles."
"Council approves $13,499 purchase of Mac Scan tool for DPW vehicle repairs",Council approves amended grant and funding for Smallman Street Complete Street Project
Council recommends increasing Liberty Avenue highway safety project funding by $5.4 million to $12.9 million total.,"Council approves $13,500 purchase of diagnostic tool to repair city vehicles."
"Council approves purchase of a nearly $13,500 diagnostic tool for Public Works vehicles.",City recommends a $5.4 million funding increase for the Liberty Avenue safety project.
Council approves $5.4 million increase for Liberty Ave Highway Safety Improvement Program,"Council approves $13,499 purchase of Mac Scan tool for DPW vehicle repairs"
"Council approves additional $317,588 for South Negley Avenue Bridge Project contract with WSP USA.","Council approves $13,500 purchase of diagnostic tool to repair city vehicles."
"Council approves purchase of a nearly $13,500 diagnostic tool for Public Works vehicles.","Council approves an additional $317,588 in costs for the South Negley Avenue Bridge project."
"Council approves $13,499 purchase of Mac Scan tool for DPW vehicle repairs",Council approves $1.19 million supplemental agreement with WSP USA for South Negley Avenue Bridge project
"Council approves $13,500 purchase of diagnostic tool to repair city vehicles.",Council approves amended zoning changes for Bakery Square expansion with affordable housing requirements and schedules public hearing.
"Council approves purchase of a nearly $13,500 diagnostic tool for Public Works vehicles.",Bakery Square rezoning plan with new affordable housing moves forward to a public hearing.
Council amends and holds zoning map changes for public hearing in Bakery Square area,"Council approves $13,499 purchase of Mac Scan tool for DPW vehicle repairs"
Council holds resolution for Pittsburgh Regional Transit agreement on new Downing Street steps for six weeks.,"Council approves $13,500 purchase of diagnostic tool to repair city vehicles."
Council holds vote on Downing Street steps agreement for six weeks.,"Council approves purchase of a nearly $13,500 diagnostic tool for Public Works vehicles."
Council holds resolution on cooperation agreement for Downing Street steps for six weeks,"Council approves $13,499 purchase of Mac Scan tool for DPW vehicle repairs"
"Council approves $13,500 purchase of diagnostic tool to repair city vehicles.","Council approves $93,000 increase for Office of Community Health and Safety vehicles and equipment purchase."
"Council approves purchase of a nearly $13,500 diagnostic tool for Public Works vehicles.","Council recommends an additional $93,000 for vehicles and equipment for the Office of Community Health and Safety."
"Council approves $13,499 purchase of Mac Scan tool for DPW vehicle repairs","Council approves $93,000 increase for vehicle and equipment purchases for Community Health and Safety"
"Council approves $13,500 purchase of diagnostic tool to repair city vehicles.","Council approves increased funding for Haverhill Project, raising city's reimbursement to Pittsburgh Water to nearly $993,000."
"Council approves purchase of a nearly $13,500 diagnostic tool for Public Works vehicles.","Council recommends an additional $382,000 for the Haverhill road and stormwater project."
"Council approves amended reimbursement agreement with Pittsburgh Water for Haverhill Project costs totaling $992,628.77","Council approves $13,499 purchase of Mac Scan tool for DPW vehicle repairs"
Council approves agreement allowing Pittsburgh and PennDOT to share equipment and services at no cost.,"Council approves $13,500 purchase of diagnostic tool to repair city vehicles."
"Council approves purchase of a nearly $13,500 diagnostic tool for Public Works vehicles.",City Council recommends an agreement for the City and PennDOT to share equipment and maintenance services.
"Council approves $13,499 purchase of Mac Scan tool for DPW vehicle repairs",Council approves agreement with PennDOT to share in-kind services at no cost to city
"Council approves $11,424 contract with Cycom Data Systems to maintain Law Department's case management software.","Council approves $35,025 for portable restroom rentals and servicing in city parks."
"City Council approves $35,025 for portable restrooms in city parks.","Council approves an $11,424 one-year contract for Law Department software support."
"Council approves $11,424 contract with Cycom for CityLaw software maintenance and upgrades","Council approves $35,025 payment to United Rentals for portable restrooms in city parks"
"Council approves $125,000 in state grant funds to buy recycling vehicles for Public Works.","Council approves $35,025 for portable restroom rentals and servicing in city parks."
"City Council approves $35,025 for portable restrooms in city parks.","Council approves $125,000 in state grant funding to purchase vehicles for the recycling program."
"Council approves $125,000 transfer for new recycling vehicles through state grant","Council approves $35,025 payment to United Rentals for portable restrooms in city parks"
"Council approves $17,204 payment to renew Pittsburgh's membership in flood control authority for 2025.","Council approves $35,025 for portable restroom rentals and servicing in city parks."
"City Council approves $35,025 for portable restrooms in city parks.","City Council approves $17,204 to renew flood control authority membership."
"City Council approves $17,204 payment to renew membership in Chartiers Valley Flood Control Authority for 2025","Council approves $35,025 payment to United Rentals for portable restrooms in city parks"
"Council approves $35,025 for portable restroom rentals and servicing in city parks.",Council approves agreement with Pittsburgh Downtown Partnership to improve Market Square at no cost to the City.
City Council authorizes a no-cost agreement with the Pittsburgh Downtown Partnership for Market Square improvements.,"City Council approves $35,025 for portable restrooms in city parks."
"Council approves $35,025 payment to United Rentals for portable restrooms in city parks",Council approves agreement with Pittsburgh Downtown Partnership to improve and maintain Market Square at no cost to the City
"Council approves $35,025 for portable restroom rentals and servicing in city parks.",Council approves post-agenda meetings to discuss Oakland Business Improvement District and Affordable Housing Bond.
City Council calls for future discussions on the Oakland Business Improvement District and the affordable housing bond.,"City Council approves $35,025 for portable restrooms in city parks."
"Council approves $35,025 payment to United Rentals for portable restrooms in city parks",Council approves post-agenda meetings on Oakland BID and Affordable Housing Bond
"City Council approves accepting $316,367 settlement for damaged Finland Street Pedestrian Bridge.","Council approves $35,025 for portable restroom rentals and servicing in city parks."
"Council committee recommends accepting $316,367 settlement for Finland Street Pedestrian Bridge.","City Council approves $35,025 for portable restrooms in city parks."
"City Council approves $316,367 settlement for Finland Street Pedestrian Bridge litigation","Council approves $35,025 payment to United Rentals for portable restrooms in city parks"
Council approves three-year agreement with USI Insurance Services to broker city insurance policies at no direct cost.,"Council approves $35,025 for portable restroom rentals and servicing in city parks."
"City Council approves $35,025 for portable restrooms in city parks.",Council recommends switching to USI Insurance Services as the city's new insurance broker.
"Council approves $35,025 payment to United Rentals for portable restrooms in city parks",City Council approves no-cost agreement with USI Insurance Services for three-year insurance brokerage contract
"Council approves $35,025 for portable restroom rentals and servicing in city parks.",Council approves over $1 million in additional federal funding for Liberty Avenue road project.
Council committee recommends adding $1.06 million in federal funds for a Liberty Avenue project.,"City Council approves $35,025 for portable restrooms in city parks."
Council approves $1.06 million increase for Liberty Avenue project with new federal funding,"Council approves $35,025 payment to United Rentals for portable restrooms in city parks"
"Council holds resolution to sell city-owned property on Itin Street for $3,755 until April.","Council approves $35,025 for portable restroom rentals and servicing in city parks."
City Council delays a decision on the sale of a 23rd Ward property for green space and parking.,"City Council approves $35,025 for portable restrooms in city parks."
Council holds resolution on sale of 23rd Ward property acquired at tax sale for further review,"Council approves $35,025 payment to United Rentals for portable restrooms in city parks"
"Council approves $35,025 for portable restroom rentals and servicing in city parks.","Council approves $32,750 contract for company to create police recruitment videos using grant money."
"A City Council committee recommends spending $32,750 in grant money on new police recruitment videos.","City Council approves $35,025 for portable restrooms in city parks."
"Council approves $35,025 payment to United Rentals for portable restrooms in city parks","Council approves $32,750 contract with Kicker, Inc. for police recruitment video production"
"Council recommends accepting reduced $250,000 state grant for Smallman Street Complete Street Project.","Council approves $35,025 for portable restroom rentals and servicing in city parks."
"City accepts a reduced $250,000 state grant for the Smallman Street project.","City Council approves $35,025 for portable restrooms in city parks."
Council approves amended grant and funding for Smallman Street Complete Street Project,"Council approves $35,025 payment to United Rentals for portable restrooms in city parks"
Council recommends increasing Liberty Avenue highway safety project funding by $5.4 million to $12.9 million total.,"Council approves $35,025 for portable restroom rentals and servicing in city parks."
"City Council approves $35,025 for portable restrooms in city parks.",City recommends a $5.4 million funding increase for the Liberty Avenue safety project.
"Council approves $35,025 payment to United Rentals for portable restrooms in city parks",Council approves $5.4 million increase for Liberty Ave Highway Safety Improvement Program
"Council approves $35,025 for portable restroom rentals and servicing in city parks.","Council approves additional $317,588 for South Negley Avenue Bridge Project contract with WSP USA."
"Council approves an additional $317,588 in costs for the South Negley Avenue Bridge project.","City Council approves $35,025 for portable restrooms in city parks."
"Council approves $35,025 payment to United Rentals for portable restrooms in city parks",Council approves $1.19 million supplemental agreement with WSP USA for South Negley Avenue Bridge project
Council approves amended zoning changes for Bakery Square expansion with affordable housing requirements and schedules public hearing.,"Council approves $35,025 for portable restroom rentals and servicing in city parks."
"City Council approves $35,025 for portable restrooms in city parks.",Bakery Square rezoning plan with new affordable housing moves forward to a public hearing.
Council amends and holds zoning map changes for public hearing in Bakery Square area,"Council approves $35,025 payment to United Rentals for portable restrooms in city parks"
Council holds resolution for Pittsburgh Regional Transit agreement on new Downing Street steps for six weeks.,"Council approves $35,025 for portable restroom rentals and servicing in city parks."
Council holds vote on Downing Street steps agreement for six weeks.,"City Council approves $35,025 for portable restrooms in city parks."
"Council approves $35,025 payment to United Rentals for portable restrooms in city parks",Council holds resolution on cooperation agreement for Downing Street steps for six weeks
"Council approves $35,025 for portable restroom rentals and servicing in city parks.","Council approves $93,000 increase for Office of Community Health and Safety vehicles and equipment purchase."
"Council recommends an additional $93,000 for vehicles and equipment for the Office of Community Health and Safety.","City Council approves $35,025 for portable restrooms in city parks."
"Council approves $35,025 payment to United Rentals for portable restrooms in city parks","Council approves $93,000 increase for vehicle and equipment purchases for Community Health and Safety"
"Council approves increased funding for Haverhill Project, raising city's reimbursement to Pittsburgh Water to nearly $993,000.","Council approves $35,025 for portable restroom rentals and servicing in city parks."
"Council recommends an additional $382,000 for the Haverhill road and stormwater project.","City Council approves $35,025 for portable restrooms in city parks."
"Council approves amended reimbursement agreement with Pittsburgh Water for Haverhill Project costs totaling $992,628.77","Council approves $35,025 payment to United Rentals for portable restrooms in city parks"
Council approves agreement allowing Pittsburgh and PennDOT to share equipment and services at no cost.,"Council approves $35,025 for portable restroom rentals and servicing in city parks."
City Council recommends an agreement for the City and PennDOT to share equipment and maintenance services.,"City Council approves $35,025 for portable restrooms in city parks."
Council approves agreement with PennDOT to share in-kind services at no cost to city,"Council approves $35,025 payment to United Rentals for portable restrooms in city parks"
"Council approves $11,424 contract with Cycom Data Systems to maintain Law Department's case management software.","Council approves $125,000 in state grant funds to buy recycling vehicles for Public Works."
"Council approves an $11,424 one-year contract for Law Department software support.","Council approves $125,000 in state grant funding to purchase vehicles for the recycling program."
"Council approves $125,000 transfer for new recycling vehicles through state grant","Council approves $11,424 contract with Cycom for CityLaw software maintenance and upgrades"
"Council approves $11,424 contract with Cycom Data Systems to maintain Law Department's case management software.","Council approves $17,204 payment to renew Pittsburgh's membership in flood control authority for 2025."
"City Council approves $17,204 to renew flood control authority membership.","Council approves an $11,424 one-year contract for Law Department software support."
"Council approves $11,424 contract with Cycom for CityLaw software maintenance and upgrades","City Council approves $17,204 payment to renew membership in Chartiers Valley Flood Control Authority for 2025"
"Council approves $11,424 contract with Cycom Data Systems to maintain Law Department's case management software.",Council approves agreement with Pittsburgh Downtown Partnership to improve Market Square at no cost to the City.
City Council authorizes a no-cost agreement with the Pittsburgh Downtown Partnership for Market Square improvements.,"Council approves an $11,424 one-year contract for Law Department software support."
Council approves agreement with Pittsburgh Downtown Partnership to improve and maintain Market Square at no cost to the City,"Council approves $11,424 contract with Cycom for CityLaw software maintenance and upgrades"
Council approves post-agenda meetings to discuss Oakland Business Improvement District and Affordable Housing Bond.,"Council approves $11,424 contract with Cycom Data Systems to maintain Law Department's case management software."
City Council calls for future discussions on the Oakland Business Improvement District and the affordable housing bond.,"Council approves an $11,424 one-year contract for Law Department software support."
"Council approves $11,424 contract with Cycom for CityLaw software maintenance and upgrades",Council approves post-agenda meetings on Oakland BID and Affordable Housing Bond
"Council approves $11,424 contract with Cycom Data Systems to maintain Law Department's case management software.","City Council approves accepting $316,367 settlement for damaged Finland Street Pedestrian Bridge."
"Council approves an $11,424 one-year contract for Law Department software support.","Council committee recommends accepting $316,367 settlement for Finland Street Pedestrian Bridge."
"City Council approves $316,367 settlement for Finland Street Pedestrian Bridge litigation","Council approves $11,424 contract with Cycom for CityLaw software maintenance and upgrades"
"Council approves $11,424 contract with Cycom Data Systems to maintain Law Department's case management software.",Council approves three-year agreement with USI Insurance Services to broker city insurance policies at no direct cost.
Council recommends switching to USI Insurance Services as the city's new insurance broker.,"Council approves an $11,424 one-year contract for Law Department software support."
City Council approves no-cost agreement with USI Insurance Services for three-year insurance brokerage contract,"Council approves $11,424 contract with Cycom for CityLaw software maintenance and upgrades"
Council approves over $1 million in additional federal funding for Liberty Avenue road project.,"Council approves $11,424 contract with Cycom Data Systems to maintain Law Department's case management software."
"Council approves an $11,424 one-year contract for Law Department software support.",Council committee recommends adding $1.06 million in federal funds for a Liberty Avenue project.
Council approves $1.06 million increase for Liberty Avenue project with new federal funding,"Council approves $11,424 contract with Cycom for CityLaw software maintenance and upgrades"
"Council approves $11,424 contract with Cycom Data Systems to maintain Law Department's case management software.","Council holds resolution to sell city-owned property on Itin Street for $3,755 until April."
City Council delays a decision on the sale of a 23rd Ward property for green space and parking.,"Council approves an $11,424 one-year contract for Law Department software support."
"Council approves $11,424 contract with Cycom for CityLaw software maintenance and upgrades",Council holds resolution on sale of 23rd Ward property acquired at tax sale for further review
"Council approves $11,424 contract with Cycom Data Systems to maintain Law Department's case management software.","Council approves $32,750 contract for company to create police recruitment videos using grant money."
"Council approves an $11,424 one-year contract for Law Department software support.","A City Council committee recommends spending $32,750 in grant money on new police recruitment videos."
"Council approves $11,424 contract with Cycom for CityLaw software maintenance and upgrades","Council approves $32,750 contract with Kicker, Inc. for police recruitment video production"
"Council recommends accepting reduced $250,000 state grant for Smallman Street Complete Street Project.","Council approves $11,424 contract with Cycom Data Systems to maintain Law Department's case management software."
"City accepts a reduced $250,000 state grant for the Smallman Street project.","Council approves an $11,424 one-year contract for Law Department software support."
"Council approves $11,424 contract with Cycom for CityLaw software maintenance and upgrades",Council approves amended grant and funding for Smallman Street Complete Street Project
"Council approves $11,424 contract with Cycom Data Systems to maintain Law Department's case management software.",Council recommends increasing Liberty Avenue highway safety project funding by $5.4 million to $12.9 million total.
City recommends a $5.4 million funding increase for the Liberty Avenue safety project.,"Council approves an $11,424 one-year contract for Law Department software support."
"Council approves $11,424 contract with Cycom for CityLaw software maintenance and upgrades",Council approves $5.4 million increase for Liberty Ave Highway Safety Improvement Program
"Council approves additional $317,588 for South Negley Avenue Bridge Project contract with WSP USA.","Council approves $11,424 contract with Cycom Data Systems to maintain Law Department's case management software."
"Council approves an $11,424 one-year contract for Law Department software support.","Council approves an additional $317,588 in costs for the South Negley Avenue Bridge project."
Council approves $1.19 million supplemental agreement with WSP USA for South Negley Avenue Bridge project,"Council approves $11,424 contract with Cycom for CityLaw software maintenance and upgrades"
"Council approves $11,424 contract with Cycom Data Systems to maintain Law Department's case management software.",Council approves amended zoning changes for Bakery Square expansion with affordable housing requirements and schedules public hearing.
Bakery Square rezoning plan with new affordable housing moves forward to a public hearing.,"Council approves an $11,424 one-year contract for Law Department software support."
Council amends and holds zoning map changes for public hearing in Bakery Square area,"Council approves $11,424 contract with Cycom for CityLaw software maintenance and upgrades"
"Council approves $11,424 contract with Cycom Data Systems to maintain Law Department's case management software.",Council holds resolution for Pittsburgh Regional Transit agreement on new Downing Street steps for six weeks.
"Council approves an $11,424 one-year contract for Law Department software support.",Council holds vote on Downing Street steps agreement for six weeks.
Council holds resolution on cooperation agreement for Downing Street steps for six weeks,"Council approves $11,424 contract with Cycom for CityLaw software maintenance and upgrades"
"Council approves $11,424 contract with Cycom Data Systems to maintain Law Department's case management software.","Council approves $93,000 increase for Office of Community Health and Safety vehicles and equipment purchase."
"Council approves an $11,424 one-year contract for Law Department software support.","Council recommends an additional $93,000 for vehicles and equipment for the Office of Community Health and Safety."
"Council approves $93,000 increase for vehicle and equipment purchases for Community Health and Safety","Council approves $11,424 contract with Cycom for CityLaw software maintenance and upgrades"
"Council approves $11,424 contract with Cycom Data Systems to maintain Law Department's case management software.","Council approves increased funding for Haverhill Project, raising city's reimbursement to Pittsburgh Water to nearly $993,000."
"Council approves an $11,424 one-year contract for Law Department software support.","Council recommends an additional $382,000 for the Haverhill road and stormwater project."
"Council approves $11,424 contract with Cycom for CityLaw software maintenance and upgrades","Council approves amended reimbursement agreement with Pittsburgh Water for Haverhill Project costs totaling $992,628.77"
Council approves agreement allowing Pittsburgh and PennDOT to share equipment and services at no cost.,"Council approves $11,424 contract with Cycom Data Systems to maintain Law Department's case management software."
"Council approves an $11,424 one-year contract for Law Department software support.",City Council recommends an agreement for the City and PennDOT to share equipment and maintenance services.
"Council approves $11,424 contract with Cycom for CityLaw software maintenance and upgrades",Council approves agreement with PennDOT to share in-kind services at no cost to city
"Council approves $125,000 in state grant funds to buy recycling vehicles for Public Works.","Council approves $17,204 payment to renew Pittsburgh's membership in flood control authority for 2025."
"City Council approves $17,204 to renew flood control authority membership.","Council approves $125,000 in state grant funding to purchase vehicles for the recycling program."
"Council approves $125,000 transfer for new recycling vehicles through state grant","City Council approves $17,204 payment to renew membership in Chartiers Valley Flood Control Authority for 2025"
Council approves agreement with Pittsburgh Downtown Partnership to improve Market Square at no cost to the City.,"Council approves $125,000 in state grant funds to buy recycling vehicles for Public Works."
City Council authorizes a no-cost agreement with the Pittsburgh Downtown Partnership for Market Square improvements.,"Council approves $125,000 in state grant funding to purchase vehicles for the recycling program."
"Council approves $125,000 transfer for new recycling vehicles through state grant",Council approves agreement with Pittsburgh Downtown Partnership to improve and maintain Market Square at no cost to the City
"Council approves $125,000 in state grant funds to buy recycling vehicles for Public Works.",Council approves post-agenda meetings to discuss Oakland Business Improvement District and Affordable Housing Bond.
City Council calls for future discussions on the Oakland Business Improvement District and the affordable housing bond.,"Council approves $125,000 in state grant funding to purchase vehicles for the recycling program."
"Council approves $125,000 transfer for new recycling vehicles through state grant",Council approves post-agenda meetings on Oakland BID and Affordable Housing Bond
"Council approves $125,000 in state grant funds to buy recycling vehicles for Public Works.","City Council approves accepting $316,367 settlement for damaged Finland Street Pedestrian Bridge."
"Council committee recommends accepting $316,367 settlement for Finland Street Pedestrian Bridge.","Council approves $125,000 in state grant funding to purchase vehicles for the recycling program."
"City Council approves $316,367 settlement for Finland Street Pedestrian Bridge litigation","Council approves $125,000 transfer for new recycling vehicles through state grant"
Council approves three-year agreement with USI Insurance Services to broker city insurance policies at no direct cost.,"Council approves $125,000 in state grant funds to buy recycling vehicles for Public Works."
"Council approves $125,000 in state grant funding to purchase vehicles for the recycling program.",Council recommends switching to USI Insurance Services as the city's new insurance broker.
City Council approves no-cost agreement with USI Insurance Services for three-year insurance brokerage contract,"Council approves $125,000 transfer for new recycling vehicles through state grant"
Council approves over $1 million in additional federal funding for Liberty Avenue road project.,"Council approves $125,000 in state grant funds to buy recycling vehicles for Public Works."
Council committee recommends adding $1.06 million in federal funds for a Liberty Avenue project.,"Council approves $125,000 in state grant funding to purchase vehicles for the recycling program."
"Council approves $125,000 transfer for new recycling vehicles through state grant",Council approves $1.06 million increase for Liberty Avenue project with new federal funding
"Council approves $125,000 in state grant funds to buy recycling vehicles for Public Works.","Council holds resolution to sell city-owned property on Itin Street for $3,755 until April."
City Council delays a decision on the sale of a 23rd Ward property for green space and parking.,"Council approves $125,000 in state grant funding to purchase vehicles for the recycling program."
"Council approves $125,000 transfer for new recycling vehicles through state grant",Council holds resolution on sale of 23rd Ward property acquired at tax sale for further review
"Council approves $125,000 in state grant funds to buy recycling vehicles for Public Works.","Council approves $32,750 contract for company to create police recruitment videos using grant money."
"Council approves $125,000 in state grant funding to purchase vehicles for the recycling program.","A City Council committee recommends spending $32,750 in grant money on new police recruitment videos."
"Council approves $125,000 transfer for new recycling vehicles through state grant","Council approves $32,750 contract with Kicker, Inc. for police recruitment video production"
"Council recommends accepting reduced $250,000 state grant for Smallman Street Complete Street Project.","Council approves $125,000 in state grant funds to buy recycling vehicles for Public Works."
"Council approves $125,000 in state grant funding to purchase vehicles for the recycling program.","City accepts a reduced $250,000 state grant for the Smallman Street project."
Council approves amended grant and funding for Smallman Street Complete Street Project,"Council approves $125,000 transfer for new recycling vehicles through state grant"
"Council approves $125,000 in state grant funds to buy recycling vehicles for Public Works.",Council recommends increasing Liberty Avenue highway safety project funding by $5.4 million to $12.9 million total.
"Council approves $125,000 in state grant funding to purchase vehicles for the recycling program.",City recommends a $5.4 million funding increase for the Liberty Avenue safety project.
Council approves $5.4 million increase for Liberty Ave Highway Safety Improvement Program,"Council approves $125,000 transfer for new recycling vehicles through state grant"
"Council approves additional $317,588 for South Negley Avenue Bridge Project contract with WSP USA.","Council approves $125,000 in state grant funds to buy recycling vehicles for Public Works."
"Council approves $125,000 in state grant funding to purchase vehicles for the recycling program.","Council approves an additional $317,588 in costs for the South Negley Avenue Bridge project."
"Council approves $125,000 transfer for new recycling vehicles through state grant",Council approves $1.19 million supplemental agreement with WSP USA for South Negley Avenue Bridge project
"Council approves $125,000 in state grant funds to buy recycling vehicles for Public Works.",Council approves amended zoning changes for Bakery Square expansion with affordable housing requirements and schedules public hearing.
Bakery Square rezoning plan with new affordable housing moves forward to a public hearing.,"Council approves $125,000 in state grant funding to purchase vehicles for the recycling program."
Council amends and holds zoning map changes for public hearing in Bakery Square area,"Council approves $125,000 transfer for new recycling vehicles through state grant"
Council holds resolution for Pittsburgh Regional Transit agreement on new Downing Street steps for six weeks.,"Council approves $125,000 in state grant funds to buy recycling vehicles for Public Works."
Council holds vote on Downing Street steps agreement for six weeks.,"Council approves $125,000 in state grant funding to purchase vehicles for the recycling program."
"Council approves $125,000 transfer for new recycling vehicles through state grant",Council holds resolution on cooperation agreement for Downing Street steps for six weeks
"Council approves $125,000 in state grant funds to buy recycling vehicles for Public Works.","Council approves $93,000 increase for Office of Community Health and Safety vehicles and equipment purchase."
"Council recommends an additional $93,000 for vehicles and equipment for the Office of Community Health and Safety.","Council approves $125,000 in state grant funding to purchase vehicles for the recycling program."
"Council approves $125,000 transfer for new recycling vehicles through state grant","Council approves $93,000 increase for vehicle and equipment purchases for Community Health and Safety"
"Council approves $125,000 in state grant funds to buy recycling vehicles for Public Works.","Council approves increased funding for Haverhill Project, raising city's reimbursement to Pittsburgh Water to nearly $993,000."
"Council recommends an additional $382,000 for the Haverhill road and stormwater project.","Council approves $125,000 in state grant funding to purchase vehicles for the recycling program."
"Council approves $125,000 transfer for new recycling vehicles through state grant","Council approves amended reimbursement agreement with Pittsburgh Water for Haverhill Project costs totaling $992,628.77"
Council approves agreement allowing Pittsburgh and PennDOT to share equipment and services at no cost.,"Council approves $125,000 in state grant funds to buy recycling vehicles for Public Works."
City Council recommends an agreement for the City and PennDOT to share equipment and maintenance services.,"Council approves $125,000 in state grant funding to purchase vehicles for the recycling program."
Council approves agreement with PennDOT to share in-kind services at no cost to city,"Council approves $125,000 transfer for new recycling vehicles through state grant"
Council approves agreement with Pittsburgh Downtown Partnership to improve Market Square at no cost to the City.,"Council approves $17,204 payment to renew Pittsburgh's membership in flood control authority for 2025."
City Council authorizes a no-cost agreement with the Pittsburgh Downtown Partnership for Market Square improvements.,"City Council approves $17,204 to renew flood control authority membership."
"City Council approves $17,204 payment to renew membership in Chartiers Valley Flood Control Authority for 2025",Council approves agreement with Pittsburgh Downtown Partnership to improve and maintain Market Square at no cost to the City
Council approves post-agenda meetings to discuss Oakland Business Improvement District and Affordable Housing Bond.,"Council approves $17,204 payment to renew Pittsburgh's membership in flood control authority for 2025."
City Council calls for future discussions on the Oakland Business Improvement District and the affordable housing bond.,"City Council approves $17,204 to renew flood control authority membership."
"City Council approves $17,204 payment to renew membership in Chartiers Valley Flood Control Authority for 2025",Council approves post-agenda meetings on Oakland BID and Affordable Housing Bond
"City Council approves accepting $316,367 settlement for damaged Finland Street Pedestrian Bridge.","Council approves $17,204 payment to renew Pittsburgh's membership in flood control authority for 2025."
"City Council approves $17,204 to renew flood control authority membership.","Council committee recommends accepting $316,367 settlement for Finland Street Pedestrian Bridge."
"City Council approves $17,204 payment to renew membership in Chartiers Valley Flood Control Authority for 2025","City Council approves $316,367 settlement for Finland Street Pedestrian Bridge litigation"
Council approves three-year agreement with USI Insurance Services to broker city insurance policies at no direct cost.,"Council approves $17,204 payment to renew Pittsburgh's membership in flood control authority for 2025."
"City Council approves $17,204 to renew flood control authority membership.",Council recommends switching to USI Insurance Services as the city's new insurance broker.
City Council approves no-cost agreement with USI Insurance Services for three-year insurance brokerage contract,"City Council approves $17,204 payment to renew membership in Chartiers Valley Flood Control Authority for 2025"
Council approves over $1 million in additional federal funding for Liberty Avenue road project.,"Council approves $17,204 payment to renew Pittsburgh's membership in flood control authority for 2025."
"City Council approves $17,204 to renew flood control authority membership.",Council committee recommends adding $1.06 million in federal funds for a Liberty Avenue project.
Council approves $1.06 million increase for Liberty Avenue project with new federal funding,"City Council approves $17,204 payment to renew membership in Chartiers Valley Flood Control Authority for 2025"
"Council approves $17,204 payment to renew Pittsburgh's membership in flood control authority for 2025.","Council holds resolution to sell city-owned property on Itin Street for $3,755 until April."
"City Council approves $17,204 to renew flood control authority membership.",City Council delays a decision on the sale of a 23rd Ward property for green space and parking.
"City Council approves $17,204 payment to renew membership in Chartiers Valley Flood Control Authority for 2025",Council holds resolution on sale of 23rd Ward property acquired at tax sale for further review
"Council approves $32,750 contract for company to create police recruitment videos using grant money.","Council approves $17,204 payment to renew Pittsburgh's membership in flood control authority for 2025."
"A City Council committee recommends spending $32,750 in grant money on new police recruitment videos.","City Council approves $17,204 to renew flood control authority membership."
"City Council approves $17,204 payment to renew membership in Chartiers Valley Flood Control Authority for 2025","Council approves $32,750 contract with Kicker, Inc. for police recruitment video production"
"Council approves $17,204 payment to renew Pittsburgh's membership in flood control authority for 2025.","Council recommends accepting reduced $250,000 state grant for Smallman Street Complete Street Project."
"City accepts a reduced $250,000 state grant for the Smallman Street project.","City Council approves $17,204 to renew flood control authority membership."
Council approves amended grant and funding for Smallman Street Complete Street Project,"City Council approves $17,204 payment to renew membership in Chartiers Valley Flood Control Authority for 2025"
"Council approves $17,204 payment to renew Pittsburgh's membership in flood control authority for 2025.",Council recommends increasing Liberty Avenue highway safety project funding by $5.4 million to $12.9 million total.
City recommends a $5.4 million funding increase for the Liberty Avenue safety project.,"City Council approves $17,204 to renew flood control authority membership."
"City Council approves $17,204 payment to renew membership in Chartiers Valley Flood Control Authority for 2025",Council approves $5.4 million increase for Liberty Ave Highway Safety Improvement Program
"Council approves additional $317,588 for South Negley Avenue Bridge Project contract with WSP USA.","Council approves $17,204 payment to renew Pittsburgh's membership in flood control authority for 2025."
"Council approves an additional $317,588 in costs for the South Negley Avenue Bridge project.","City Council approves $17,204 to renew flood control authority membership."
