Headline 1,Headline 2
"Council approves refunding $4,000 deposit to buyer who backed out of deteriorated city property sale.","Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600."
"City Council approves the sale of a URA-owned property on Island Avenue for $3,600.",Council committee recommends canceling a property sale and refunding the buyer's hand money.
Council approves resolution to rescind sale and refund hand money for 136 Bodkin Street property,Council approves sale of city land on Island Avenue to Island Avenue Holdings LLC
"Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600.",Council approves sale of 14 city-owned lots in 12th Ward to Larimer Consensus Group to settle court cases.
City to transfer 14 properties to the Larimer Consensus Group in a lawsuit settlement.,"City Council approves the sale of a URA-owned property on Island Avenue for $3,600."
City Council approves sale of 12th Ward properties to Larimer Consensus Group to settle legal cases,Council approves sale of city land on Island Avenue to Island Avenue Holdings LLC
"Council approves $37,000 grant to investigate old sexual assault cases and create victim interview room.","Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600."
"City Council approves the sale of a URA-owned property on Island Avenue for $3,600.","City approves a $37,000 grant to investigate old sexual assault cases and create a new interview room for victims."
Council approves sale of city land on Island Avenue to Island Avenue Holdings LLC,"Council approves $37,000 grant agreement to support sexual assault case investigations and improve police interview rooms"
"Council approves city's application for $250,000 state grant to fix Emerald View Trail.","Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600."
A committee recommends a grant application for the Emerald View Trail following a discussion on improving public input for city projects.,"City Council approves the sale of a URA-owned property on Island Avenue for $3,600."
Council approves sale of city land on Island Avenue to Island Avenue Holdings LLC,"Council approves grant application for $250,000 to help rehabilitate Emerald View Trail with city matching funds"
Council holds resolution for University of Pittsburgh to provide free supplemental waste services in Oakland neighborhood.,"Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600."
"City Council approves the sale of a URA-owned property on Island Avenue for $3,600.",Proposal for University of Pittsburgh to help with Oakland trash pickup delayed for one week.
Council holds resolution on waste operations agreement with University of Pittsburgh for one week,Council approves sale of city land on Island Avenue to Island Avenue Holdings LLC
"Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600.",Council committee approves changes to residential parking permit signage rules.
"City Council approves the sale of a URA-owned property on Island Avenue for $3,600.",A city committee recommends allowing residential parking permit signs in some non-residential areas.
Council approves sale of city land on Island Avenue to Island Avenue Holdings LLC,Council approves ordinance clarifying residential parking permit signage rules
Council approves expansion of residential permit parking program in South Side Flats.,"Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600."
"City Council approves the sale of a URA-owned property on Island Avenue for $3,600.",Council approves expanding the residential permit parking area in the South Side Flats.
Council approves sale of city land on Island Avenue to Island Avenue Holdings LLC,Council approves expansion of Residential Permit Parking Program Area KK in South Side Flats
Council holds $1.5 million homeless shelter agreement with Auberle for five weeks due to federal approval delays.,"Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600."
City Council places a five-week hold on a $1.5 million contract with Auberle for shelter services.,"City Council approves the sale of a URA-owned property on Island Avenue for $3,600."
Council holds resolution to fund non-congregate shelter services with Auberle for five weeks,Council approves sale of city land on Island Avenue to Island Avenue Holdings LLC
"Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600.",Council approves sewer plan for McKee Place apartment development after correcting zip code error.
"City Council approves the sale of a URA-owned property on Island Avenue for $3,600.",Council committee recommends approval of a sewer plan for a new apartment building on McKee Place.
Council approves amended sewage plan revision for 296 McKee Place with corrected zip code,Council approves sale of city land on Island Avenue to Island Avenue Holdings LLC
"Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600.",Council approves sewage plan revision for South Side townhome development at no cost to the city.
"City Council approves the sale of a URA-owned property on Island Avenue for $3,600.",Council recommends a sewage plan update for a new townhome development on the South Side.
Council approves sewage plan revision for 215 South 21st Street development at no cost to city,Council approves sale of city land on Island Avenue to Island Avenue Holdings LLC
"Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600.","Council approves $8,200 deal to let ALCOSAN build underground tunnels through nine city-owned properties."
"City to grant ALCOSAN easements for underground tunnels in exchange for $8,200.","City Council approves the sale of a URA-owned property on Island Avenue for $3,600."
Council approves sale of city land on Island Avenue to Island Avenue Holdings LLC,"City Council approves easements for ALCOSAN tunnels on nine city-owned parcels for $8,200 payment"
Council approves easement agreements allowing Duquesne Light Company and Pittsburgh Water to install utility poles and equipment on city property at no cost to the city.,"Council approves sale of city land on N Aiken Avenue to Pittsburgh Land Bank for $48,500."
City Council approves the sale of a URA-owned property on North Aiken Avenue to the Pittsburgh Land Bank.,City grants Duquesne Light and Pittsburgh Water a right-of-way for a utility project on public land.
"Council approves sale of land in 11th Ward to Pittsburgh Land Bank for $48,500",City Council approves easement agreements with Duquesne Light and Pittsburgh Water for utility poles and landscaping on city property
"Council approves sale of city land on N Aiken Avenue to Pittsburgh Land Bank for $48,500.",Council approves public hearing on Pittsburgh's trash problems after residents share ideas for solutions.
Council approves a public hearing to gather resident ideas on the city's trash problem.,City Council approves the sale of a URA-owned property on North Aiken Avenue to the Pittsburgh Land Bank.
"Council approves sale of land in 11th Ward to Pittsburgh Land Bank for $48,500",Council approves public hearing to address citywide trash problem
"Council approves sale of city land on N Aiken Avenue to Pittsburgh Land Bank for $48,500.","Council approves refunding $4,000 deposit to buyer who backed out of deteriorated city property sale."
City Council approves the sale of a URA-owned property on North Aiken Avenue to the Pittsburgh Land Bank.,Council committee recommends canceling a property sale and refunding the buyer's hand money.
Council approves resolution to rescind sale and refund hand money for 136 Bodkin Street property,"Council approves sale of land in 11th Ward to Pittsburgh Land Bank for $48,500"
Council approves sale of 14 city-owned lots in 12th Ward to Larimer Consensus Group to settle court cases.,"Council approves sale of city land on N Aiken Avenue to Pittsburgh Land Bank for $48,500."
City to transfer 14 properties to the Larimer Consensus Group in a lawsuit settlement.,City Council approves the sale of a URA-owned property on North Aiken Avenue to the Pittsburgh Land Bank.
City Council approves sale of 12th Ward properties to Larimer Consensus Group to settle legal cases,"Council approves sale of land in 11th Ward to Pittsburgh Land Bank for $48,500"
"Council approves $37,000 grant to investigate old sexual assault cases and create victim interview room.","Council approves sale of city land on N Aiken Avenue to Pittsburgh Land Bank for $48,500."
"City approves a $37,000 grant to investigate old sexual assault cases and create a new interview room for victims.",City Council approves the sale of a URA-owned property on North Aiken Avenue to the Pittsburgh Land Bank.
"Council approves $37,000 grant agreement to support sexual assault case investigations and improve police interview rooms","Council approves sale of land in 11th Ward to Pittsburgh Land Bank for $48,500"
"Council approves sale of city land on N Aiken Avenue to Pittsburgh Land Bank for $48,500.","Council approves city's application for $250,000 state grant to fix Emerald View Trail."
City Council approves the sale of a URA-owned property on North Aiken Avenue to the Pittsburgh Land Bank.,A committee recommends a grant application for the Emerald View Trail following a discussion on improving public input for city projects.
"Council approves grant application for $250,000 to help rehabilitate Emerald View Trail with city matching funds","Council approves sale of land in 11th Ward to Pittsburgh Land Bank for $48,500"
"Council approves sale of city land on N Aiken Avenue to Pittsburgh Land Bank for $48,500.",Council holds resolution for University of Pittsburgh to provide free supplemental waste services in Oakland neighborhood.
Proposal for University of Pittsburgh to help with Oakland trash pickup delayed for one week.,City Council approves the sale of a URA-owned property on North Aiken Avenue to the Pittsburgh Land Bank.
Council holds resolution on waste operations agreement with University of Pittsburgh for one week,"Council approves sale of land in 11th Ward to Pittsburgh Land Bank for $48,500"
"Council approves sale of city land on N Aiken Avenue to Pittsburgh Land Bank for $48,500.",Council committee approves changes to residential parking permit signage rules.
City Council approves the sale of a URA-owned property on North Aiken Avenue to the Pittsburgh Land Bank.,A city committee recommends allowing residential parking permit signs in some non-residential areas.
Council approves ordinance clarifying residential parking permit signage rules,"Council approves sale of land in 11th Ward to Pittsburgh Land Bank for $48,500"
"Council approves sale of city land on N Aiken Avenue to Pittsburgh Land Bank for $48,500.",Council approves expansion of residential permit parking program in South Side Flats.
Council approves expanding the residential permit parking area in the South Side Flats.,City Council approves the sale of a URA-owned property on North Aiken Avenue to the Pittsburgh Land Bank.
Council approves expansion of Residential Permit Parking Program Area KK in South Side Flats,"Council approves sale of land in 11th Ward to Pittsburgh Land Bank for $48,500"
"Council approves sale of city land on N Aiken Avenue to Pittsburgh Land Bank for $48,500.",Council holds $1.5 million homeless shelter agreement with Auberle for five weeks due to federal approval delays.
City Council places a five-week hold on a $1.5 million contract with Auberle for shelter services.,City Council approves the sale of a URA-owned property on North Aiken Avenue to the Pittsburgh Land Bank.
"Council approves sale of land in 11th Ward to Pittsburgh Land Bank for $48,500",Council holds resolution to fund non-congregate shelter services with Auberle for five weeks
"Council approves sale of city land on N Aiken Avenue to Pittsburgh Land Bank for $48,500.",Council approves sewer plan for McKee Place apartment development after correcting zip code error.
City Council approves the sale of a URA-owned property on North Aiken Avenue to the Pittsburgh Land Bank.,Council committee recommends approval of a sewer plan for a new apartment building on McKee Place.
Council approves amended sewage plan revision for 296 McKee Place with corrected zip code,"Council approves sale of land in 11th Ward to Pittsburgh Land Bank for $48,500"
Council approves sewage plan revision for South Side townhome development at no cost to the city.,"Council approves sale of city land on N Aiken Avenue to Pittsburgh Land Bank for $48,500."
City Council approves the sale of a URA-owned property on North Aiken Avenue to the Pittsburgh Land Bank.,Council recommends a sewage plan update for a new townhome development on the South Side.
Council approves sewage plan revision for 215 South 21st Street development at no cost to city,"Council approves sale of land in 11th Ward to Pittsburgh Land Bank for $48,500"
"Council approves $8,200 deal to let ALCOSAN build underground tunnels through nine city-owned properties.","Council approves sale of city land on N Aiken Avenue to Pittsburgh Land Bank for $48,500."
City Council approves the sale of a URA-owned property on North Aiken Avenue to the Pittsburgh Land Bank.,"City to grant ALCOSAN easements for underground tunnels in exchange for $8,200."
"City Council approves easements for ALCOSAN tunnels on nine city-owned parcels for $8,200 payment","Council approves sale of land in 11th Ward to Pittsburgh Land Bank for $48,500"
Council approves easement agreements allowing Duquesne Light Company and Pittsburgh Water to install utility poles and equipment on city property at no cost to the city.,Council approves public hearing on Pittsburgh's trash problems after residents share ideas for solutions.
Council approves a public hearing to gather resident ideas on the city's trash problem.,City grants Duquesne Light and Pittsburgh Water a right-of-way for a utility project on public land.
Council approves public hearing to address citywide trash problem,City Council approves easement agreements with Duquesne Light and Pittsburgh Water for utility poles and landscaping on city property
Council approves easement agreements allowing Duquesne Light Company and Pittsburgh Water to install utility poles and equipment on city property at no cost to the city.,"Council approves refunding $4,000 deposit to buyer who backed out of deteriorated city property sale."
Council committee recommends canceling a property sale and refunding the buyer's hand money.,City grants Duquesne Light and Pittsburgh Water a right-of-way for a utility project on public land.
City Council approves easement agreements with Duquesne Light and Pittsburgh Water for utility poles and landscaping on city property,Council approves resolution to rescind sale and refund hand money for 136 Bodkin Street property
Council approves sale of 14 city-owned lots in 12th Ward to Larimer Consensus Group to settle court cases.,Council approves easement agreements allowing Duquesne Light Company and Pittsburgh Water to install utility poles and equipment on city property at no cost to the city.
City grants Duquesne Light and Pittsburgh Water a right-of-way for a utility project on public land.,City to transfer 14 properties to the Larimer Consensus Group in a lawsuit settlement.
City Council approves easement agreements with Duquesne Light and Pittsburgh Water for utility poles and landscaping on city property,City Council approves sale of 12th Ward properties to Larimer Consensus Group to settle legal cases
"Council approves $37,000 grant to investigate old sexual assault cases and create victim interview room.",Council approves easement agreements allowing Duquesne Light Company and Pittsburgh Water to install utility poles and equipment on city property at no cost to the city.
City grants Duquesne Light and Pittsburgh Water a right-of-way for a utility project on public land.,"City approves a $37,000 grant to investigate old sexual assault cases and create a new interview room for victims."
"Council approves $37,000 grant agreement to support sexual assault case investigations and improve police interview rooms",City Council approves easement agreements with Duquesne Light and Pittsburgh Water for utility poles and landscaping on city property
Council approves easement agreements allowing Duquesne Light Company and Pittsburgh Water to install utility poles and equipment on city property at no cost to the city.,"Council approves city's application for $250,000 state grant to fix Emerald View Trail."
City grants Duquesne Light and Pittsburgh Water a right-of-way for a utility project on public land.,A committee recommends a grant application for the Emerald View Trail following a discussion on improving public input for city projects.
"Council approves grant application for $250,000 to help rehabilitate Emerald View Trail with city matching funds",City Council approves easement agreements with Duquesne Light and Pittsburgh Water for utility poles and landscaping on city property
Council approves easement agreements allowing Duquesne Light Company and Pittsburgh Water to install utility poles and equipment on city property at no cost to the city.,Council holds resolution for University of Pittsburgh to provide free supplemental waste services in Oakland neighborhood.
City grants Duquesne Light and Pittsburgh Water a right-of-way for a utility project on public land.,Proposal for University of Pittsburgh to help with Oakland trash pickup delayed for one week.
Council holds resolution on waste operations agreement with University of Pittsburgh for one week,City Council approves easement agreements with Duquesne Light and Pittsburgh Water for utility poles and landscaping on city property
Council committee approves changes to residential parking permit signage rules.,Council approves easement agreements allowing Duquesne Light Company and Pittsburgh Water to install utility poles and equipment on city property at no cost to the city.
City grants Duquesne Light and Pittsburgh Water a right-of-way for a utility project on public land.,A city committee recommends allowing residential parking permit signs in some non-residential areas.
City Council approves easement agreements with Duquesne Light and Pittsburgh Water for utility poles and landscaping on city property,Council approves ordinance clarifying residential parking permit signage rules
Council approves easement agreements allowing Duquesne Light Company and Pittsburgh Water to install utility poles and equipment on city property at no cost to the city.,Council approves expansion of residential permit parking program in South Side Flats.
City grants Duquesne Light and Pittsburgh Water a right-of-way for a utility project on public land.,Council approves expanding the residential permit parking area in the South Side Flats.
City Council approves easement agreements with Duquesne Light and Pittsburgh Water for utility poles and landscaping on city property,Council approves expansion of Residential Permit Parking Program Area KK in South Side Flats
Council approves easement agreements allowing Duquesne Light Company and Pittsburgh Water to install utility poles and equipment on city property at no cost to the city.,Council holds $1.5 million homeless shelter agreement with Auberle for five weeks due to federal approval delays.
City Council places a five-week hold on a $1.5 million contract with Auberle for shelter services.,City grants Duquesne Light and Pittsburgh Water a right-of-way for a utility project on public land.
City Council approves easement agreements with Duquesne Light and Pittsburgh Water for utility poles and landscaping on city property,Council holds resolution to fund non-congregate shelter services with Auberle for five weeks
Council approves easement agreements allowing Duquesne Light Company and Pittsburgh Water to install utility poles and equipment on city property at no cost to the city.,Council approves sewer plan for McKee Place apartment development after correcting zip code error.
Council committee recommends approval of a sewer plan for a new apartment building on McKee Place.,City grants Duquesne Light and Pittsburgh Water a right-of-way for a utility project on public land.
City Council approves easement agreements with Duquesne Light and Pittsburgh Water for utility poles and landscaping on city property,Council approves amended sewage plan revision for 296 McKee Place with corrected zip code
Council approves easement agreements allowing Duquesne Light Company and Pittsburgh Water to install utility poles and equipment on city property at no cost to the city.,Council approves sewage plan revision for South Side townhome development at no cost to the city.
Council recommends a sewage plan update for a new townhome development on the South Side.,City grants Duquesne Light and Pittsburgh Water a right-of-way for a utility project on public land.
Council approves sewage plan revision for 215 South 21st Street development at no cost to city,City Council approves easement agreements with Duquesne Light and Pittsburgh Water for utility poles and landscaping on city property
"Council approves $8,200 deal to let ALCOSAN build underground tunnels through nine city-owned properties.",Council approves easement agreements allowing Duquesne Light Company and Pittsburgh Water to install utility poles and equipment on city property at no cost to the city.
City grants Duquesne Light and Pittsburgh Water a right-of-way for a utility project on public land.,"City to grant ALCOSAN easements for underground tunnels in exchange for $8,200."
"City Council approves easements for ALCOSAN tunnels on nine city-owned parcels for $8,200 payment",City Council approves easement agreements with Duquesne Light and Pittsburgh Water for utility poles and landscaping on city property
"Council approves refunding $4,000 deposit to buyer who backed out of deteriorated city property sale.",Council approves public hearing on Pittsburgh's trash problems after residents share ideas for solutions.
Council committee recommends canceling a property sale and refunding the buyer's hand money.,Council approves a public hearing to gather resident ideas on the city's trash problem.
Council approves public hearing to address citywide trash problem,Council approves resolution to rescind sale and refund hand money for 136 Bodkin Street property
Council approves public hearing on Pittsburgh's trash problems after residents share ideas for solutions.,Council approves sale of 14 city-owned lots in 12th Ward to Larimer Consensus Group to settle court cases.
Council approves a public hearing to gather resident ideas on the city's trash problem.,City to transfer 14 properties to the Larimer Consensus Group in a lawsuit settlement.
City Council approves sale of 12th Ward properties to Larimer Consensus Group to settle legal cases,Council approves public hearing to address citywide trash problem
"Council approves $37,000 grant to investigate old sexual assault cases and create victim interview room.",Council approves public hearing on Pittsburgh's trash problems after residents share ideas for solutions.
"City approves a $37,000 grant to investigate old sexual assault cases and create a new interview room for victims.",Council approves a public hearing to gather resident ideas on the city's trash problem.
"Council approves $37,000 grant agreement to support sexual assault case investigations and improve police interview rooms",Council approves public hearing to address citywide trash problem
"Council approves city's application for $250,000 state grant to fix Emerald View Trail.",Council approves public hearing on Pittsburgh's trash problems after residents share ideas for solutions.
Council approves a public hearing to gather resident ideas on the city's trash problem.,A committee recommends a grant application for the Emerald View Trail following a discussion on improving public input for city projects.
"Council approves grant application for $250,000 to help rehabilitate Emerald View Trail with city matching funds",Council approves public hearing to address citywide trash problem
Council holds resolution for University of Pittsburgh to provide free supplemental waste services in Oakland neighborhood.,Council approves public hearing on Pittsburgh's trash problems after residents share ideas for solutions.
Proposal for University of Pittsburgh to help with Oakland trash pickup delayed for one week.,Council approves a public hearing to gather resident ideas on the city's trash problem.
Council approves public hearing to address citywide trash problem,Council holds resolution on waste operations agreement with University of Pittsburgh for one week
Council approves public hearing on Pittsburgh's trash problems after residents share ideas for solutions.,Council committee approves changes to residential parking permit signage rules.
Council approves a public hearing to gather resident ideas on the city's trash problem.,A city committee recommends allowing residential parking permit signs in some non-residential areas.
Council approves ordinance clarifying residential parking permit signage rules,Council approves public hearing to address citywide trash problem
Council approves expansion of residential permit parking program in South Side Flats.,Council approves public hearing on Pittsburgh's trash problems after residents share ideas for solutions.
Council approves expanding the residential permit parking area in the South Side Flats.,Council approves a public hearing to gather resident ideas on the city's trash problem.
Council approves public hearing to address citywide trash problem,Council approves expansion of Residential Permit Parking Program Area KK in South Side Flats
Council approves public hearing on Pittsburgh's trash problems after residents share ideas for solutions.,Council holds $1.5 million homeless shelter agreement with Auberle for five weeks due to federal approval delays.
City Council places a five-week hold on a $1.5 million contract with Auberle for shelter services.,Council approves a public hearing to gather resident ideas on the city's trash problem.
Council approves public hearing to address citywide trash problem,Council holds resolution to fund non-congregate shelter services with Auberle for five weeks
Council approves public hearing on Pittsburgh's trash problems after residents share ideas for solutions.,Council approves sewer plan for McKee Place apartment development after correcting zip code error.
Council approves a public hearing to gather resident ideas on the city's trash problem.,Council committee recommends approval of a sewer plan for a new apartment building on McKee Place.
Council approves amended sewage plan revision for 296 McKee Place with corrected zip code,Council approves public hearing to address citywide trash problem
Council approves public hearing on Pittsburgh's trash problems after residents share ideas for solutions.,Council approves sewage plan revision for South Side townhome development at no cost to the city.
Council approves a public hearing to gather resident ideas on the city's trash problem.,Council recommends a sewage plan update for a new townhome development on the South Side.
Council approves public hearing to address citywide trash problem,Council approves sewage plan revision for 215 South 21st Street development at no cost to city
Council approves public hearing on Pittsburgh's trash problems after residents share ideas for solutions.,"Council approves $8,200 deal to let ALCOSAN build underground tunnels through nine city-owned properties."
"City to grant ALCOSAN easements for underground tunnels in exchange for $8,200.",Council approves a public hearing to gather resident ideas on the city's trash problem.
"City Council approves easements for ALCOSAN tunnels on nine city-owned parcels for $8,200 payment",Council approves public hearing to address citywide trash problem
Council approves sale of 14 city-owned lots in 12th Ward to Larimer Consensus Group to settle court cases.,"Council approves refunding $4,000 deposit to buyer who backed out of deteriorated city property sale."
Council committee recommends canceling a property sale and refunding the buyer's hand money.,City to transfer 14 properties to the Larimer Consensus Group in a lawsuit settlement.
City Council approves sale of 12th Ward properties to Larimer Consensus Group to settle legal cases,Council approves resolution to rescind sale and refund hand money for 136 Bodkin Street property
"Council approves refunding $4,000 deposit to buyer who backed out of deteriorated city property sale.","Council approves $37,000 grant to investigate old sexual assault cases and create victim interview room."
"City approves a $37,000 grant to investigate old sexual assault cases and create a new interview room for victims.",Council committee recommends canceling a property sale and refunding the buyer's hand money.
"Council approves $37,000 grant agreement to support sexual assault case investigations and improve police interview rooms",Council approves resolution to rescind sale and refund hand money for 136 Bodkin Street property
"Council approves city's application for $250,000 state grant to fix Emerald View Trail.","Council approves refunding $4,000 deposit to buyer who backed out of deteriorated city property sale."
A committee recommends a grant application for the Emerald View Trail following a discussion on improving public input for city projects.,Council committee recommends canceling a property sale and refunding the buyer's hand money.
"Council approves grant application for $250,000 to help rehabilitate Emerald View Trail with city matching funds",Council approves resolution to rescind sale and refund hand money for 136 Bodkin Street property
"Council approves refunding $4,000 deposit to buyer who backed out of deteriorated city property sale.",Council holds resolution for University of Pittsburgh to provide free supplemental waste services in Oakland neighborhood.
Proposal for University of Pittsburgh to help with Oakland trash pickup delayed for one week.,Council committee recommends canceling a property sale and refunding the buyer's hand money.
Council approves resolution to rescind sale and refund hand money for 136 Bodkin Street property,Council holds resolution on waste operations agreement with University of Pittsburgh for one week
"Council approves refunding $4,000 deposit to buyer who backed out of deteriorated city property sale.",Council committee approves changes to residential parking permit signage rules.
A city committee recommends allowing residential parking permit signs in some non-residential areas.,Council committee recommends canceling a property sale and refunding the buyer's hand money.
Council approves ordinance clarifying residential parking permit signage rules,Council approves resolution to rescind sale and refund hand money for 136 Bodkin Street property
Council approves expansion of residential permit parking program in South Side Flats.,"Council approves refunding $4,000 deposit to buyer who backed out of deteriorated city property sale."
Council approves expanding the residential permit parking area in the South Side Flats.,Council committee recommends canceling a property sale and refunding the buyer's hand money.
Council approves resolution to rescind sale and refund hand money for 136 Bodkin Street property,Council approves expansion of Residential Permit Parking Program Area KK in South Side Flats
"Council approves refunding $4,000 deposit to buyer who backed out of deteriorated city property sale.",Council holds $1.5 million homeless shelter agreement with Auberle for five weeks due to federal approval delays.
Council committee recommends canceling a property sale and refunding the buyer's hand money.,City Council places a five-week hold on a $1.5 million contract with Auberle for shelter services.
Council approves resolution to rescind sale and refund hand money for 136 Bodkin Street property,Council holds resolution to fund non-congregate shelter services with Auberle for five weeks
Council approves sewer plan for McKee Place apartment development after correcting zip code error.,"Council approves refunding $4,000 deposit to buyer who backed out of deteriorated city property sale."
Council committee recommends canceling a property sale and refunding the buyer's hand money.,Council committee recommends approval of a sewer plan for a new apartment building on McKee Place.
Council approves amended sewage plan revision for 296 McKee Place with corrected zip code,Council approves resolution to rescind sale and refund hand money for 136 Bodkin Street property
"Council approves refunding $4,000 deposit to buyer who backed out of deteriorated city property sale.",Council approves sewage plan revision for South Side townhome development at no cost to the city.
Council recommends a sewage plan update for a new townhome development on the South Side.,Council committee recommends canceling a property sale and refunding the buyer's hand money.
Council approves resolution to rescind sale and refund hand money for 136 Bodkin Street property,Council approves sewage plan revision for 215 South 21st Street development at no cost to city
"Council approves refunding $4,000 deposit to buyer who backed out of deteriorated city property sale.","Council approves $8,200 deal to let ALCOSAN build underground tunnels through nine city-owned properties."
Council committee recommends canceling a property sale and refunding the buyer's hand money.,"City to grant ALCOSAN easements for underground tunnels in exchange for $8,200."
Council approves resolution to rescind sale and refund hand money for 136 Bodkin Street property,"City Council approves easements for ALCOSAN tunnels on nine city-owned parcels for $8,200 payment"
"Council approves $37,000 grant to investigate old sexual assault cases and create victim interview room.",Council approves sale of 14 city-owned lots in 12th Ward to Larimer Consensus Group to settle court cases.
"City approves a $37,000 grant to investigate old sexual assault cases and create a new interview room for victims.",City to transfer 14 properties to the Larimer Consensus Group in a lawsuit settlement.
City Council approves sale of 12th Ward properties to Larimer Consensus Group to settle legal cases,"Council approves $37,000 grant agreement to support sexual assault case investigations and improve police interview rooms"
Council approves sale of 14 city-owned lots in 12th Ward to Larimer Consensus Group to settle court cases.,"Council approves city's application for $250,000 state grant to fix Emerald View Trail."
City to transfer 14 properties to the Larimer Consensus Group in a lawsuit settlement.,A committee recommends a grant application for the Emerald View Trail following a discussion on improving public input for city projects.
"Council approves grant application for $250,000 to help rehabilitate Emerald View Trail with city matching funds",City Council approves sale of 12th Ward properties to Larimer Consensus Group to settle legal cases
Council approves sale of 14 city-owned lots in 12th Ward to Larimer Consensus Group to settle court cases.,Council holds resolution for University of Pittsburgh to provide free supplemental waste services in Oakland neighborhood.
Proposal for University of Pittsburgh to help with Oakland trash pickup delayed for one week.,City to transfer 14 properties to the Larimer Consensus Group in a lawsuit settlement.
City Council approves sale of 12th Ward properties to Larimer Consensus Group to settle legal cases,Council holds resolution on waste operations agreement with University of Pittsburgh for one week
Council approves sale of 14 city-owned lots in 12th Ward to Larimer Consensus Group to settle court cases.,Council committee approves changes to residential parking permit signage rules.
City to transfer 14 properties to the Larimer Consensus Group in a lawsuit settlement.,A city committee recommends allowing residential parking permit signs in some non-residential areas.
Council approves ordinance clarifying residential parking permit signage rules,City Council approves sale of 12th Ward properties to Larimer Consensus Group to settle legal cases
Council approves sale of 14 city-owned lots in 12th Ward to Larimer Consensus Group to settle court cases.,Council approves expansion of residential permit parking program in South Side Flats.
Council approves expanding the residential permit parking area in the South Side Flats.,City to transfer 14 properties to the Larimer Consensus Group in a lawsuit settlement.
Council approves expansion of Residential Permit Parking Program Area KK in South Side Flats,City Council approves sale of 12th Ward properties to Larimer Consensus Group to settle legal cases
Council approves sale of 14 city-owned lots in 12th Ward to Larimer Consensus Group to settle court cases.,Council holds $1.5 million homeless shelter agreement with Auberle for five weeks due to federal approval delays.
City Council places a five-week hold on a $1.5 million contract with Auberle for shelter services.,City to transfer 14 properties to the Larimer Consensus Group in a lawsuit settlement.
City Council approves sale of 12th Ward properties to Larimer Consensus Group to settle legal cases,Council holds resolution to fund non-congregate shelter services with Auberle for five weeks
Council approves sale of 14 city-owned lots in 12th Ward to Larimer Consensus Group to settle court cases.,Council approves sewer plan for McKee Place apartment development after correcting zip code error.
Council committee recommends approval of a sewer plan for a new apartment building on McKee Place.,City to transfer 14 properties to the Larimer Consensus Group in a lawsuit settlement.
Council approves amended sewage plan revision for 296 McKee Place with corrected zip code,City Council approves sale of 12th Ward properties to Larimer Consensus Group to settle legal cases
Council approves sewage plan revision for South Side townhome development at no cost to the city.,Council approves sale of 14 city-owned lots in 12th Ward to Larimer Consensus Group to settle court cases.
Council recommends a sewage plan update for a new townhome development on the South Side.,City to transfer 14 properties to the Larimer Consensus Group in a lawsuit settlement.
Council approves sewage plan revision for 215 South 21st Street development at no cost to city,City Council approves sale of 12th Ward properties to Larimer Consensus Group to settle legal cases
"Council approves $8,200 deal to let ALCOSAN build underground tunnels through nine city-owned properties.",Council approves sale of 14 city-owned lots in 12th Ward to Larimer Consensus Group to settle court cases.
"City to grant ALCOSAN easements for underground tunnels in exchange for $8,200.",City to transfer 14 properties to the Larimer Consensus Group in a lawsuit settlement.
"City Council approves easements for ALCOSAN tunnels on nine city-owned parcels for $8,200 payment",City Council approves sale of 12th Ward properties to Larimer Consensus Group to settle legal cases
"Council approves $37,000 grant to investigate old sexual assault cases and create victim interview room.","Council approves city's application for $250,000 state grant to fix Emerald View Trail."
"City approves a $37,000 grant to investigate old sexual assault cases and create a new interview room for victims.",A committee recommends a grant application for the Emerald View Trail following a discussion on improving public input for city projects.
"Council approves $37,000 grant agreement to support sexual assault case investigations and improve police interview rooms","Council approves grant application for $250,000 to help rehabilitate Emerald View Trail with city matching funds"
"Council approves $37,000 grant to investigate old sexual assault cases and create victim interview room.",Council holds resolution for University of Pittsburgh to provide free supplemental waste services in Oakland neighborhood.
"City approves a $37,000 grant to investigate old sexual assault cases and create a new interview room for victims.",Proposal for University of Pittsburgh to help with Oakland trash pickup delayed for one week.
Council holds resolution on waste operations agreement with University of Pittsburgh for one week,"Council approves $37,000 grant agreement to support sexual assault case investigations and improve police interview rooms"
Council committee approves changes to residential parking permit signage rules.,"Council approves $37,000 grant to investigate old sexual assault cases and create victim interview room."
"City approves a $37,000 grant to investigate old sexual assault cases and create a new interview room for victims.",A city committee recommends allowing residential parking permit signs in some non-residential areas.
"Council approves $37,000 grant agreement to support sexual assault case investigations and improve police interview rooms",Council approves ordinance clarifying residential parking permit signage rules
"Council approves $37,000 grant to investigate old sexual assault cases and create victim interview room.",Council approves expansion of residential permit parking program in South Side Flats.
