,sentence,classification
736,"she didn't own, she rented- Talked about how the people coming to Pittsburgh from California are climate refugees.",i
737,"Climate refugees, People coming from the Silicon Valley and working for tech companies, coming to Pittsburgh Because it's an affordable city and wanting to build more luxury housing, referring to themselves as climate refugees.",i
738,There is a blog.,i
739,I do read your stuff sometimes.,i
740,I know you guys like to say I don't read your stuff?,i
741,"I do, I do, I read it sometimes.",i
742,"A blog by John Salmons- if I'm pronouncing that- right from October 6th, Criticizing the mayor's IZ proposal.",i
743,In this blog He writes essentially that requiring affordable housing Incentivizes poor people- to quote- limit their job search and is- a- quote- poverty trap.,i
744,He writes that it discourages parents from getting married and hurts children.,i
745,"And then, finally, he says that it reduces Pittsburgh's tax base.",i
746,"Now, you probably aren't old enough, or some of you may be old enough, to remember the Reagan era, 1980s sort of.",i
747,"you know, helping poor people just encourages them to stay poor rhetoric.",i
748,But that is what this is.,i
749,"It is recycled, trickle down economics And the reality is It's Clear that building or having suitable housing- right, It is this and shows that- That in which folks don't really want to live next to poor and working class people.",i
750,And that is why?,i
751,"not because of profits, because your units are empty, They're sitting empty, while people are being pushed out of the city, Anyway.",i
752,so where are we now?,i
753,"Oh, and on top of all of it, on top of all of it, all the talk of the racist zoning code, And this group not only supports, but apparently helped write Councilman Sharlin's IZ bill that actually says that we should allow communities to decide whether or not they want to have affordable housing in their neighborhoods.",i
754,"That is like literally what our rights racist zoning code was designed to do: To let communities decide whether or not folks of color could live in their communities, And that is what Councilperson Sharlin's bill does.",i
755,So where are we now?,i
756,"All right, You know the mayor and city planning's housing needs assessment right, had all this good stuff in it, all these good incentives.",i
757,"you know minimum lot size, reform, parking reform, ADU- We had there's some other pieces around transit oriented development, maybe separate, but all you know in one package so that we could also do this.",i
758,"you know, build more housing and you know, require that on big projects, 10%, just very modest 10%, are made affordable.",i
759,"It's a good package And if folks have said this is, you know, a recommendation that has been you know, lots of you knowWealthy.",i
760,"It all comes down to what the members are providing the pita, who is anti-IZ or he's pro-IZ as long as neighborhoods get to pick whether or not they have affordable housing.",i
761,"So Councilman Sharland has held this for 120 days, so we're stuck for four months.",i
762,"Strasburger Wilson, Kael Coghill- all voted with him to do that Right During the hearing- the last hearing- we heard about Councilman Sharland's campaign donations from developers.",i
763,We know how much developers are pouring into this mayoral election- obscene amounts of money.,i
764,I don't know about the rest of my fellow council members.,i
765,"I don't know, And I don't know what's gonna happen with inclusionary zoning.",i
766,"I don't, But I don't know what's gonna happen.",i
767,"I would just say for the public, as with most things in politics, follow the money and you will figure out what is really going on and who, unfortunately, so many of your elected representatives represent.",i
768,"And with that, I do need to get home, home, so I'm gonna leave you with thanks.",i
769,"awesome, Charlotte, thank you.",i
770,so I just want to thank everyone that was here today.,i
771,"I want to thank planning staff for presenting, to remind everyone, we're here.",i
772,"we- I know we just heard a bunch of other things, but we are here to talk about minimum lot size, which is something that I support and I think most of the council does as well.",i
773,I just want to thank you for having us see this one through.,i
774,"so thank you, thank you and thanks everyone who came out and shared their thoughts today.",i
775,so this bill is about fixing a long-standing issue in our zoning code that made it harder to build housing and a lot of our neighborhoods.,i
776,"so too many lot size, too many lawns across Pittsburgh don't meet the minimum size rules.",i
777,"so even though homes have existed on them for decades, that's created barriers to new housing and added red tape where it's just not needed.",i
778,"so these changes- I'm kind of embarrassed that what you know, when I first got in, that this wasn't the number one thing that I worked on- because these changes bring our code in line with how neighborhoods were actually built.",i
779,"they make it easier to use vacant land and support the kind of small-scale development we need: housing that's it's, housing that's realistic and attainable for working families in Pittsburgh.",i
780,"so I know this was originally part of a bigger zoning package, but this is ready, it's been studied, vetted and you know, quite frankly, it's presented, been presented with a lot of public input and we don't need to hold it back while other pieces get figured out.",i
781,"so when I introduced attached housing bill to make zoning work better for Florida and the city of Pittsburgh, I was not told to wait for a bigger package and we didn't.",i
782,we move forward.,i
783,"we made that change that helps people, so we should do the same here.",i
784,a chance to solve a clear problem with a clean fix.,i
785,so let's not stall this progress just because not every piece is ready.,i
786,this reform also directly supports the work we're doing with the Pittsburgh land bank.,i
787,we've got thousands of vacant and abandoned lots across the city and many sitting idle because zoning rules are too restrictive.,i
788,"this bill helps us recycle that land, get it back into productive use and put it back on the tax rules.",i
789,"that's more important than ever, especially as we see real estate tax revenue falling downtown.",i
790,"we need the grower tax base in our neighborhoods and this is smart, practical way to do it.",i
791,I support this bill and I hope my colleagues join me in moving this forward.,i
792,so thanks everyone for coming today and without any further comments from members.,i
793,"councilman Charlie, any further comments?",i
794,"no, I think we've heard enough.",i
795,"all right, thanks for staying till the end.",i
796,thank you everyone else who stayed to the end.,i
797,"this, this public hearing, is adjourned.",i
798,thank you all for joining us and we'll see you next week.,i
799,"thank you, you, you, you, you, you, you, you, you, you, you you.",i
