sentence,classification
"Bill 17: I'm sorry we are gonna take a little diversion from the regularly scheduled program and move over to Public Safety and Wellness Committee, At the request of our attendees today chaired by Councilman Coghill.",i
"Bill 1703: Bill 1703: Resolution authorizing the mayor, the director of the Office of Management and Budget and the director of the Department of Public Safety to enter into an agreement or agreements with the County of Allegheny for the purpose of receiving grant funds from the 2023 National Sexual Assault Kit Initiative Grant and the amount not to exceed 37,000 to support overtime for PBP detectives for the investigation of old sexual assault cases, the purchasing of materials to properly furnish assault like prost irradiation abuse.",b
Tommy Moh andEPcium Vic Deients.,i
We again return to Public Safety and Wellness Committee's transportation documentation.,i
"In summary, Quinn truly, trabajo en Catuac con porú.",i
"questions about: I just wanted to make sure you came up and you know address if any other members had had anything, but it seems pretty self-explanatory.",i
"thirty seven thousand dollars, unless you want to explain it.",i
"yeah, it's just, we're seeking reimbursement.",i
Allegheny County Medical Examiner's Office actually obtained the grant and we are a sub awardee.,i
we did work for them on.,i
the dissident is an extension of the grant that they got in 2019.,i
"we did work for them on an overtime basis some of it, so they thought that we should receive reimbursement for it.",i
"so when they got the extension, they put in for a sub-awardee for us to receive, you know, no more than thirty six thousand dollars for overtime and then a thousand dollars for us to furnish a soft interview room.",i
so we're just looking for reimbursement that work that we're going to do anyway.,i
"understood, thanks, commander.",i
"Thank You, councilmember Charlin.",i
"yeah, thank you for being here.",i
I just understand this.,i
"I'm mm-hmm very supportive of any time we're getting grants for anything, but we are paying for work that we've already done.",i
or is this is a reimbursement for work that we've already done?,i
"no, well, we've done some of the work already.",i
"this is work to be done, yet we have identified the kids that we have in our property room that are untested.",i
most of that work was done with on-duty personnel.,i
"okay, reports were printed and pulled to give to the coordinator's office.",i
coordinator of this sake.,i
grant for the county.,i
that took some overtime hours.,i
we have marked those as reimbursed.,i
"have not sought reimbursement yet, but those were overtime hours that were already spent the the next part of the process is when they ask for the kids to be sent to the crime lab, we pull them, write reports, transport them.",i
that's where the bulk of the work is going to come in and then any follow-up investigations that follow.,i
"and just out of curiosity, what is a?",i
what is a soft interview?,i
"around right now we have interview rooms that are basically for very cold and sterile, consists of a desk and a chair.",i
"those are recorded rooms, not not very conducive for victim interviews.",i
"gotcha, we take them into conference room sometimes.",i
other times take them into these sterile rooms.,i
so in the short term was more like a gathering to have contact with the.,i
"So a softer room with a couch, some soft furnishings make it a little more easy for them to relax and tell their story, as opposed to a sterile environment.",i
"Sure, that makes sense.",i
"All right, thank you very much, Thank you.",i
any further questions?,i
"And I apologize, I didn't quite catch if you said your name and your- I did not.",i
"I'm sorry, Laurie McCartney, I'm the commander of Major Crimes, Thank you, thank you, just for the record.",i
thank you.,i
Any further discussion?,i
Seeing none?,i
"all those in favor of Bill 1703, please indicate by saying aye, Aye, Aye.",i
Affirmative recommendation.,i
thank you very much.,i
"Thank you, I appreciate it.",i
have a good day.,i
That moves us back up to our Finance and Law Committee and New Papers.,b
"Bill 1709: Bill 1709 resolution authorizing the issuance of a warrant in favor of Angelina Prior and her attorneys, Contos, Menjin, Killian and Hassan, for a single payment of 1,000.",b
"00 in a total of 3,000.",i
00 in 2020.,i
"a total of 3,000.",i
00 in 2020.,i
"All those in favor of Bill 1709, please indicate by saying aye, Aye, Aye.",i
Affirmative recommendation.,i
"Bill 1710: Bill 1710: Aye, Aye, Aye, Aye, Aye, Aye, Aye, Aye, Aye, Aye, Aye, Aye, Aye, Aye, Aye, Aye, Aye, Aye, Aye.",b
"Bill 1710 resolution authorizing the issuance of a warrant in favor of Gladys Sanchez in an amount not to exceed 8,301.",i
"36 over one year in full and final settlement of a claim for damage to her vehicle from an accident with a city police vehicle on December 17, 2024.",i
There a motion.,i
Motion to approve.,i
Second Discussion Seeing none.,i
"All those in favor of Bill 1710, please indicate by saying aye, Aye, Aye.",i
Affirmative recommendation.,i
"Bill 1711 Resolution authorizing the execution of a quick claim deed conveying all of the city's right, title and interests in and to the city-owned properties located in the 12th Ward of the City and designated in the Deed Registry Office of Allegheny County as Block and Lot 124N282, 283, 288, 290, 291, 292, 293, 124P96, 125B, 128, 129, 130, 131, 132, 133, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 13, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134.",b
So moved.,i
"Can I get a second, Oh?",i
"second Discussion, Seeing none.",i
"all those in favor of invoices please indicate by saying aye, Aye, Aye.",i
Affirmative recommendation.,i
That moves us on to P cards.,b
Is there a motion on P cards So moved?,i
Second Discussion: There were no notable comments from our assistant budget director on P cards.,i
"All those in favor of P cards please indicate by saying aye, Aye.",i
Affirmative recommendation.,i
P cards are approved.,i
"That moves us to Public Works and Infrastructure Committee, chaired by Council Member Warwick.",b
Bill 1712 resolution authorizing the mayor and the director of the Office of Management and Budget and the director of the Department of Mobility and Infrastructure to apply for the P cards.,b
Bill 1712 resolution authorizing the mayor and the director of the Office of Management and Budget and the director of the Office of Management and Budget and the director of Management and Infrastructure to apply for grant funding from the Pennsylvania Department of Conservation and Natural Resources Community Conservation Partnership Program to provide funding for the rehabilitation of Emerald View Trail project.,i
"The grant proposal includes an ask of 250,000 with a match of 250,844.",i
"42 from the City of Pittsburgh's capital budget, for a total project cost of 500,844.",i
42 for this stated purpose.,i
Upto the proposed plan was reached and approved by the Council for king structure in Pike County is a transit security union with the ability to review and interoperability attraction.,i
"To apply for the plan, it is not requiring changes in fundsutatic or grants- is legally redundant.",i
"have 300,000 in the 2024 capital budget.",i
that's for design.,i
"this 250,000, the grant that we're going after, is for the construction portion of the project, so that would be about a 500,000 and then we might have to put in additional ask in the 2025 capital or 2026 budget for the rest of the construction of that project.",i
I'm just and you've had.,i
I just want to be clear.,i
you've had meetings with the.,i
"there's a committee, the parks committee, for the Emery View Parks trail committee.",i
"you've had meetings with them, but have you had meetings with the general public with outside of that committee?",i
that group?,i
"we have no, I believe, can do that.",i
"yeah, I want you to do that, because every time we do a project, somebody's saying that's not the project that's most important.",i
"or somebody saying who had who, who made these decisions and it people don't attend meetings if they're not part of a committee, but yet they still care about the project.",i
"I'm not saying that's not the case, but I'm saying that's the case.",i
I'm saying that's what we're doing and we're doing it in a way that's not going to be a bad thing.,i
So I think we should be.,i
"I think we need to do better at meeting with the residents and getting out there and talking with them about a lot of the projects we're doing, and this is one of them.",i
"but one of the most important projects for that community is the Shaler Park renovations for the Eileen McCoy Park on Shaler, and I did- we did things for the council.",i
"we did just put forward a 500,000 project to help them with the Eileen McCoy project and we've been working with the Eileen McCoy and the City of Shaler Park on this project for a long time and we've been talking to the City of Shaler Park on that and we've been talking to the members of the City of Shaler Park on that and they've been saying they want to have that park renovated, so if we could do a project.",i
"I know that's very important to the community, but I think I'd like to hear from the community which is their most important priorities.",i
"So- and I know they're different departments, different things, but at the same time, I want to prioritize the public, the things with I want to engage them.",i
I want them to have an opportunity.,i
"Listen, I get frustrated sometimes when it comes be experts in public safety who help direct that.",i
"i think you should give them some feedback, but i don't know they should have every comp.",i
"they should control every comment or every project, but when it comes to things like their playgrounds and parks and things like that, i think we should be try to do a little bit more engagement in those areas.",i
but i do appreciate that they at least try to get a committee together.,i
"they have the feedback online that you can give, but sometimes people aren't familiar with using the online source.",i
you know resources.,i
"so, thank you.",i
i want to thank you for the work that you've done across our district.,i
"thank you, you've been great.",i
that's it.,i
"thank you, council member warwick, did you have a question?",i
"yeah, thanks, so that that just you know your comments from reminded me one thing, and i know that we've talked about it, but i really think that, going forward, we need to kind of solidify process wise is i would say.",i
"over the past few years, there has definitely been a shift, at least in my experience right in my district.",i
"right, there has been a major shift in the amount of engagement between the city and the community, which is great, like it's, it's wonderful, like the neighborhood services team is so nice to have people there.",i
"however, right when- and this is something i've experienced right is it's like when the city is so accessible, like in community, right there you do get the things like: well, i wasn't at the meeting, yeah, and i didn't know about that meeting, even though there were so many meetings.",i
"so it's, it's almost like we're in a, in sort of like it's like a mesh between the before and after.",i
"and i think that now we really need a solidified where we are saying on, on and- and i know it would be different depending on the size of the project, right, but where we are making abundantly clear up front.",i
"you know, it'd be nice to just have a standard template right, based on project size, but like, this is the project and we are going to have X number of meetings.",i
the first meeting is gonna be input.,i
"you know, whatever it is right, like just hypothetically, like the first meeting is gonna be input on design.",i
what would you like to see right?,i
"the next meeting is gonna be: this is the but making it clear, like this is the design that we paid for and this is it.",i
"and now we're like just showing it to you and then this right to, so that it's very clear for folks what our process is.",i
"because I've noticed and you know, and- and it's no fault of the public, right, because they don't understand- and our workings.",i
"but like, where there's confusion, where it's like, for example, we're at a stage where we've gotten our permits and we're going to bid, and then they're like, well, could, but could we like make a- you know what I mean- like we'd like to see like a different window or a door, and it's like to make that change would mean like go back to the pre-permitting.",i
so it's like to really make it clear from the outset what the engagement process is going to look like.,i
"and you don't I mean and so that, so that then when folk I mean, we do our best to let people know.",i
"but if we could say up front: this is, these are all the things that you can expect.",i
"you know that there's a lot of things that we can expect and we can expect in terms of engagement and then at the very least, then when someone comes, you know, at the tail end and says, wait a minute, I was there, at least we can say okay.",i
"well, actually, you know these are all the meetings that we had and I know that's on the engage page, but I don't know just if there's a way to kind of formalize that process depending on project size.",i
"thanks, thank you.",i
any further discussion?,i
seeing none.,i
all those in favor of bill 1712?,i
please indicate by saying aye.,i
affirmative recommendation bill 1713.,i
bill 1713 resolution authorizing the mayor and the director of the Department of Public Works to enter into an agreement and or amendments with the University of Pittsburgh for the purpose of providing supplemental waste operations in the Oakland neighborhood at no cost to the city.,b
second second discussion: it was that this is the request of the department.,i
"okay, great.",i
all those in favor of a one-week hold: please indicate by saying aye.,i
"aye, bill be held for one week.",i
that moves us on to land use and economic development committee chaired by councilman Wilson.,b
supplemental papers.,i
bill 1738: ordinance amending a Pittsburgh code of ordinance.,b
amendment of traffic in the direction of the one sized meva park building parking.,i
tragically charges all those in favor seven mainbeno information.,i
asking any further questions?,i
is there something?,i
"I'm sorry, was the applicant going to be the item talking about all of their services?",i
"that committee, yesatem, that summit was the one.",i
the recommendation is to closed the after meeting.,i
why we had 3 to 0 discussion by millers was the right number.,i
the current record was 2.,i
"America's mostiuous parkinguche of buildings during fiscal year has been za month following workers management have wares, property, WH, car injured or ASL Tahoe.",i
he's the.,i
So it's your committee Councilman.,i
We do have some people here in person and these are the next two bills.,i
"They're ones that also Angela Martinez is available online for, so well covered.",i
"Okay, Let me see here.",i
So I missed that.,i
Are we waiting for someone to come to the table?,i
"Nope, you can ask your questions.",i
"We're ready to go, All right.",i
"so for Bill 1738, I want to thank the sponsor.",i
"I know that he's worked hard on this And I just wanted to ask about future districts that could be created, and specifically there's one on the north side that you know we've been discussing with Domi and the parking authority and if I could get some clarity on whether or not this would affect that district.",i
So I'm going to go ahead and ask that question.,i
"Yeah, Rylan Seifert, Curbside Program Manager with Domi Councilman, this is going to be used in very narrow circumstances.",i
"For context, Domi only took over the RPP program in the beginning of 2022, so this is the first time that we're actually here to do a minor expansion of an RPP zone And, as we've managed your RPP program over the past few years, we've noticed a few of these little tweaks that need to be made to the code language.",i
"So installing limited amounts of RPP signage in non-residential areas is something that there's already precedent for in a few different neighborhoods, a few different streets, for that context makes sense.",i
"Also in hybrid RPP areas, which is something that the code allows for.",i
that we haven't implemented any of yet.,i
So it's really just to give us that opportunity.,i
"That's not something that I expect us to do on a wide arranging basis, really on a block by block, case by case basis, And I don't see how this would have any impact to the kind of parking enhancement district conversations that we've been having.",i
"Okay, great, Yeah, I'm happy that we're using that.",i
"Okay, So the hybrid option: I know that we included that when we worked together, Ryland, in the past on the bill that I put forward and this council voted for.",i
"So good to see this coming to fruition on the south side And so, in terms of this, wouldn't affect anything.",i
I just want to be clear that this is under a section 549-09- posting signs indicating restrictions- enforcement.,i
"So the line where it says it talks about signs, it's in bold and the text: signs may only be posted in regulations enforced in non-residential zoning districts.",i
"So is this, is this just reinforcing the code that was already written, that we wrote together years ago, Or is this new language that only?",i
it just doesn't look like it's specific to.,i
"I mean, it's under B, so it is specific to these.",i
It is mentioned.,i
these other areas are mentioned on the south side.,i
"I just want to make sure that this doesn't change, Okay, So I'm just going to go ahead and get back to that.",i
"Okay, Okay, Okay, Okay, Okay, Okay, Okay, Okay, Okay, Okay, Okay, Okay, Okay, Okay, Okay, Okay.",i
Thank you for that.,i
I have layers in this new license form And this version of the CH of fighting agency for some reasons.,i
Many colleagues say that there are timeãün area where there is this.,i
you know it's like before we had hybrid.,i
"well, this would be the first hybrid, but you know there was some different signage there that exists that doesn't exist anywhere else, And so that's just one example that comes to mind.",i
"Yeah, Good, We would not be adjusting any other signage retroactively in existing RPP zones.",i
"Okay, All right.",i
"Well, thank you for your time And I don't have any further questions.",i
"Thanks, Thank you, Council Member Sharlin.",i
"Yeah, So thank you guys for being here, Just to make sure everybody's aware of what all has gone on here.",i
This is related to a development that's in the south side that we have been working to try to get from.,i
"Actually, the project was entitled in 20.",i
"Before I even mentioned I was a staffer- Entitled, was sold to someone else, was titled again, was The residents appealed the entitlement to the appellate courts?",i
"This is a compromise that we found between the constituents, the developers and the city being a tri-party, And we're going to have to make a tri-party lawsuit there, And this is the step that we need in order to get the residents on board with building this project.",i
"that is truly just an underutilized alleyway that during the pandemic, people were doing peel-outs and car shows unauthorized and some really dangerous stuff happening there.",i
But this is the step that we need.,i
I'm very thankful that the development group was willing to stick themselves out here and commit to doing this for so long.,i
"I think a lot of other people with less deep pockets would have walked away, But we've met with this group literally every Friday for almost a year now to try to find a way to get a compromise.",i
We've had a standing meeting.,i
I think that Domien- Because this is one portion of the One portion of the problem- There's also been a traffic calming component that Domien has had to work through as well.,i
But thank you for your commitment to see this through.,i
But this is a ton of work that went through from our end.,i
that is Again I cannot reiterate enough- additional costs that is put onto the developer.,i
that will then- They will then recoup in increased rents And really speaks to like how challenging this is.,i
I think that's a big part of the problem.,i
"Yeah, Yeah, Yeah, Yeah, Yeah, Yeah, Right, Yeah, Yeah, Yeah, Right.",i
"So I think one of theke's been really supportive And something that I've learned from working a bit on the African Island is that we've just been given the opportunity to open the airport tutti so that we can actually just go- appeared install rooms, You know, preset a furnishing and that there's more to happen was to want to maintain those facilities and, as our entities, these is not seen as an actual tenant.",i
"this is ultimately not going to be a real tenant, Right?",i
"So it's just something that's definitely going to come through, Thank you, Thank you.",i
Any further discussion on Bill 1738 Seeing none.,i
"all those in favor of Bill 1738, please indicate by saying aye, Aye.",i
Affirmative recommendation.,i
"Bill 1739: Bill 1739 resolution amending resolution 98 of 2017 providing for the implementation of a residential permit parking program, area KK in the Southside Flats to expand the streets pursuant to Pittsburgh City Code Chapter 549.",b
Motion to approve.,i
Second Discussion Seeing none.,i
"all those in favor of Bill 1739, please indicate by saying aye, Aye, Aye- Affirmative recommendation.",i
thank you very much.,i
"Thank you, guys.",i
That moves us on to deferred papers.,b
"Bill 749: Bill 2024: 749 resolution authorizing the Mayor and the Director of the Office of Management and Budget to enter into an agreement or agreements with Auburly for services relating to non-congregate shelter services related to the Home ARP Program for a total cost not to exceed 1,500,000.",b
Motion to hold five weeks.,i
"Second Discussion, Seeing none.",i
"Councilwoman Strasburg, sorry, I didn't have time to raise my hand, Absolutely.",i
"Councilmember Gross, Thank you, I appreciate it.",i
"Thank you, curious kind of what is going on with this bill.",i
i feel like it's actually been on the agenda many months now.,i
"yes, yes, it has, and i remember.",i
"i mean, this is the same bill that councilman connell and i asked to kind of go through a process last year.",i
i believe i don't have the whole legislative record in front of me- and then it did and i haven't had an update on it.,i
"so i'm wondering if, if there's anyone who can from the administration, who can speak to it, i can provide an update interrogatory.",i
"yes, okay, yeah, so there was an email from kelly russell and i can just kind of summarize this.",i
"basically, last wednesday, i'm sorry, if we refresh our memory, this was just.",i
"you know, this was a property in the councilman charles district and there was- there was many, there was meetings about this.",i
"we had an on-site meeting and on that on-site meeting it came out that there was some miscommunication or lack of communication between different governmental entities and so there's a new application that had to be done and last wednesday hud read the bill and they said they were going to go through the process and they're going to go through the process and they're going to go through the process and they're going to go through the process and they're going to go through the process and they're going to go through the reviewing the draft's substantial amendment with a perfect reference for homeless families in our home arpa plan, and they have a meeting scheduled with consultants at urban design ventures tomorrow at 11 to plan out the official substantial amendment process.",i
"this includes placing a newspaper ad, holding public meeting and having a 15-day column period.",i
"i'm hope we can, and so they can continue to email saying like, just, i hope that they can get a five-week hold so they can figure this out.",i
"i'm just recalling, actually, as i pulled it up- i mean again, i think it was councilman collins and i first kind of questioned it- it was july of 2024 and we were disappointed because of the federal rules.",i
"the federal rules, and it says it right in the title: it's for non-congregate and so we were hoping that it would be conducive for use for one of the tiny house communities that could be put up quickly, cheaply.",i
"again, members have heard us talk about it for several years.",i
"right that, if you can put up kind of 50 tiny houses, like 100 other cities have done, that you can house people more quickly.",i
it's easier than converting a building.,i
"but alas, almost all of those have shared bathroom facilities.",i
"you have a bathroom trailer, which can be very fancy.",i
"have showers, have toilets, can be really, really nice, but unfortunately the federal rules still call those congregate.",i
"and this, these little pot of money, it's not so little, but it is little when you're talking about creating homes or temporary housing or anything is 1.",i
5 million.,i
thanks for watching another day.,i
"what we did remember, one of the things that i wanted to make clear was that the technical piece of it was not asking for the temporary house to be too small.",i
it was asking for whichever way it was going to be designed.,i
"so we were, i was concerned that we'd be having to support an urbanWow operation internationally.",i
so we finally tasty design the small apartment.,i
we're going to build a 3.,i
7 m2 tiny house with five urbanWpeople.,i
"I mean again, it's been held since July of 2024.",i
"So I just wanted to say that you know, let's figure out what the obstacles are, And that's all I'll say, Madam Chair, Thank you, I appreciate it.",i
"Thank you, Is there any further discussion on the motion to hold five weeks.",i
"Madam Chair, Councilman Wilson, Yeah, if anyone's interested in getting you know more details, reach out to the administration or Kelly Russell.",i
"And you know this is a- I'm not sure how it relates to the tiny house legislation, but this is, yeah, this is from my understanding.",i
this is just following the process.,i
"This isn't my bill, This is.",i
"This was something the administration was trying to get done And then come to find out that the county, the administration, had an idea of what was going to be, you know who was going to be housed in this, in this building, a building that would have to be rehab, And then another county on site said: no, we don't, We plan to house families here.",i
"So yep, If anyone wants any further information, I can Certainly facilitate anything where you can certainly just reach out to Kelly Russell as well.",i
"Thanks, Thank you very much.",i
"All those in favor of five-week hold for Bill 749, please indicate by saying aye, Aye, Aye, Bill will be held for five weeks.",i
"That moves us on to Recreation, Youth and Senior Services, chaired by Councilwoman Kayle Smith.",b
Bill number 1707 resolution authorizing the mayor and the director of Parks and Recreation to enter into a sponsorship agreement with Dollar Bank for cinema in the park at no cost to the city.,b
Motion to approve.,i
"Is there a second, Second Second Discussion: Seeing none.",i
"All those in favor of Bill 1707, please indicate by saying aye, Aye.",i
Firmament of recommendation 1708.,i
"Resolution authorizing the mayor and the director of Parks and Recreation to enter into multiple sponsorship agreements enumerated herein for the Richard S, Calgary, Southern East Lincoln, Southern River City, Lincoln Riverside console and zaggle contracts visible in our district under the Santa Monica Community Harm Sioux Resolution.",b
"Thank you, And nowball seeks dramatization of this recommendation via commissioner au 61.",i
"Okay, Go ahead, All right.",i
"One indicate by saying aye, aye.",i
affirmative recommendation.,i
"that moves us on to our final committee of the day, intergovernmental and educational affairs committee, chaired by councilman Moseley.",b
bill number 1704: resolution adopting plan revision to the city of Pittsburgh's official sewage facilities plan for 296 McKee place at no cost to the city.,b
motion to approve.,i
"second discussion: just briefly, whose district is this in this?",i
apparently there's a.,i
there's got to be two McKees in the city.,i
"yeah, this is the wrong zip code for Oakland.",i
I've looked this up and I was trying to figure this out myself.,i
"Oakland's one, five, two, one, three.",i
"yeah, there's one in homewood.",i
"let's see, here we can look this up pretty quickly.",i
just one here.,i
"yeah, you, you.",i
so this looks like it is indeed in District three and perhaps we need a.,i
I don't see any other.,i
Mckee place is 296.,i
"McKee place is coming up, so perhaps we need a voice amendment to change the zip code, to correct the zip code.",i
"okay, five, two, one, three.",i
looks like it was a small typo.,i
"yeah, I just pulled up the attachments in the legislation, any attachments for one, five, two, one, three.",i
okay.,i
"okay, that makes more sense.",i
then there's a project there.,i
"so would someone like to make a motion to strike one, five, two, three, two from the title of the bill?",i
and you can see if it's necessary?,i
"madam clerk, we were able to see if it was necessary in the body of the bill as well, and in the title and in the body of the bill it's throughout any.",i
"so every place that that exists, one, five, two, three, two- change to one, five, two, one, three.",i
can we do that?,i
"is that yes, are we able to do that as a vote, to make that motion to replace one, five, two, three, two to one, five, two, one, three in the title and all throughout the bill?",i
second discussion: all those in favor of amending the bill as stated.,i
"please indicate by saying aye, aye.",i
bill is amended.,i
discussion on amended bill.,i
seeing none.,i
all those in favor of bill 1704 as amended?,i
"please indicate by saying aye, aye, aye, affirmative recommendation.",i
thank you for catching that council person.,i
bill 1705.,b
bill 1705 resolution adopting plan revision to the city of Pittsburgh's official sewage facilities plan for 215 South 21st Street at no cost to the city.,i
second discussion: everything happens in district three.,i
I guess we get two projects built.,i
vote in five times.,i
is all those in favor of bill 1705?,i
"please indicate by saying aye, aye.",i
affirmative recommendation.,i
1706 are.,b
final bill of the day.,i
"resolution approving and authorizing the Mayor, the Director of the Department of Finance and the Director of the Department of Public Works, on behalf of the City of Pittsburgh, to enter into an agreement or agreements with the Allegheny County Sanitary Authority to provide permanent easements for subterranean nine parcels of city-owned properties currently identified as Allegheny County parcel ID numbers 44 s to 37 a, 195, 7m, 110, 97, f, 1078, be, 150, 8g, 250, 8d, 15, 7l, 31 and 7p 200, and to accept payment, therefore in the amount of 8,200.",i
motion to approve second discussions.,i
"yes, councilwoman, gross, thank you.",i
you only have parcel numbers.,i
it's really hard for anyone to know what those correspond to.,i
so in some kinds of bills we put the council district number or some kind of street address.,i
I think I looked up the attachments to this one on the map and I'm not sure where it is.,i
it's on.,i
"it's definitely, I think, in the West End, near the West End town or traffic circle.",i
so I was wondering if anyone can speak.,i
"councilman Smith maybe knows that this is that one, or does anyone know kind of like which?",i
"yeah, there's gonna be many of these, these, these things.",i
"these are just curious, these parcels that are coming forward or either on the north side.",i
"some of them will be on the north side, right under the West End bridge, and some will be over in the West End near the Pataglia old former dumping site.",i
and this is for the West End.,i
"well, it's for Alka Sam, but it will also be part of the project for the West End bridge and the the renovations underneath.",i
"it's supposed to mirror what's happening on the north side, but it'll be under the West End bridge.",i
I hope I live to see it.,i
it's a great project.,i
"thank you, appreciate that.",i
it's not enough.,i
"this is on the Clark side, or do we need to send it.",i
I'm not even sure which you can.,i
you can look at since these over and maybe we just asked them to give us some some Geographic bearing and the title of the bill.,i
"just, you know, update on it more helpful.",i
"okay, not a problem for the properties.",i
"when we get legislation for Alka San, a lot of times they don't include the parcel and the addresses.",i
but we'll reach out and make sure that they do for next pieces of work of legislation.,i
"Thank you, Madam Clerk.",i
I appreciate it.,i
You're welcome.,i
Thank you.,i
Any further discussion on 1706 Seeing none.,i
"all those in favor of Bill 1706, please indicate by saying aye, Aye.",i
Affirmative recommendation.,i
That concludes our standing committee's agenda.,i
We have a few meeting announcements.,b
"Friday, April 18th, council and clerk's offices will be closed due to the Good Friday holiday.",i
"Next week council will hold their regular meeting on Tuesday April 22nd and their standing committee meeting on Wednesday April 23rd, both at 10 am.",i
"To register to speak at these meetings and hearings, please fill out the sign-up form on the council meeting webpage by the deadline and you may also call the clerk's office at 412-255-2138.",i
Is there anything from members?,i
"Councilwoman Kale-Smith, I just wanna wish everyone a happy Easter this weekend, but I also wanna remind people that we have our District 2 Easter Egg Hunt, which is Saturday 11 am at Westwood Field.",i
"You don't need to pre-register, just show up.",i
Parking Commander Ripple made arrangements with Giant Eagle to have parking down on the Giant Eagle parking lot of Noblestown Road and people can get a shuttle- a Pittsburgh police shuttle- up to the field so it puts less kids at risk with all the cars and vehicles riding around.,i
So we'll have that.,i
but everyone's welcome.,i
We'll have things for kids with differing abilities.,i
"but if you have some special accommodations you need, please contact our office.",i
Are there any safe areas?,i
Motorcycle rides are supposed to be there.,i
I just said we'll see.,i
"We'll see if they show up, Otherwise you're gonna be pedaling a bicycle.",i
"Yeah, I talked to the chief.",i
"yeah, So we'll see, But I hope everyone comes.",i
"Councilwoman Strasburger, you're always a big hit.",i
Everybody loves that.,i
you have so much fun with the kids that day.,i
so thank you.,i
Thank you for always hosting it.,i
Any further comments from members?,i
"Seeing none, I'll take a motion to excuse the absent member, approve the minutes and adjourn the meeting.",i
So moved All those in favor?,i
"Aye, Meeting is adjourned.",i
Thank you.,i
