sentence,classification
I had a bill in my hand.,i
"Mrs Strasberger, Aye.",i
Mrs Warwick Aye.,i
Mr Wilkins Aye.,i
Mr Wilson Aye.,i
"Mr LaValle, President, Aye.",i
"Nine ayes, zero, noes.",i
"The bill, having received the required number of votes, is passed.",i
"finally, That takes us to motions and resolutions.",b
"Anything from members, Councilman Smith and then Councilman Coghill.",i
"Thank you, I just want to wish our colleague, Councilman Wilson, a speedy recovery from his surgery.",i
"but I also want to ask, Madam Clark, when we have the appointees come forward for the interviews, please make sure that they all have their financial interest statements filled up in advance So that we have them and can look at them.",i
"Thank you, Thank you.",i
"Thank you, Councilman Coghill.",i
"Thank you, Mr President.",i
"In case you haven't heard, we had an instance where an ambulance was responding to a cardiac arrest while they were there or on their way.",i
"I'm not quite sure how it transpired, but we had to dispatch another ambulance there because the ambulance broke down.",i
"So, and my point is, we're not going to be able to get the ambulance to the hospital, So we're going to have to get the ambulance to the hospital.",i
"We're going to have to get the ambulance to the hospital, We're going to have to get the ambulance to the hospital.",i
"So I think again, I think that the point is, if you'll remember, I think two years ago, come this, come May Two years ago, I had a post agenda on the entire fleet, Specifically the entire fleet, But this has prompted me to want to call it another post agenda to schedule another post agenda, Just really focused solely around public safety.",i
"I think we'll do it around EMS, fire and police.",i
We'll leave public works and the others out of it for now.,i
"I think we'll do it around EMS, fire and police.",i
We'll leave public works and the others out of it for now.,i
"But one of the things I'm going to have to act on is whether or not we're able to do a shift on the aftercare and then, if we can get these efforts, I think we can get them back on board, as we do.",i
"but, but those three, because they're life-saving departments, that, and i'm truly really concerned about the fleet overall, and i just want to hear from the directors again and see what kind of what the state is.",i
"since, two years ago, being on the equipment leasing authority board, i can tell you it's not much better because we have not made the infusion of cash that we need there.",i
"so so, but but but i just want to hear from them personally, and you know i know a lot of people are concerned about it, and when i hear stories like that- which happened, i believe, just a couple days ago- it piques my concern.",i
"so so, with that, i'd like to schedule a post agenda around public safety, specifically ems, police and fire.",i
"thank you, is there a second sir?",i
all in favor?,i
"say aye, hi, hi, we'll work with the clerk to get that.",i
"thank you, anything else from council president?",i
"yes, so i can't raise my hand in the virtual option, but thanks for calling me.",i
i wanted to just recognize councilwoman cal smith.,i
"thanks for the speedy recovery note, much appreciated.",i
everything's going well and just so the public knows that it's non-life-threatening to the public set.,i
but it is something i just want to take care of for my health.,i
"so thank you, thank you everyone.",i
"i just wanted to also thank councilmember cog hill, because you know i appreciate his leadership in terms of the attention to public safety as public safety chair and calling for this post agenda.",i
i hope we can have this sooner or later.,i
"you know, given the the circumstances that you know what you just heard from him, you know, hopefully sometime next week we can get this scheduled.",i
"you know, i believe it's more of an emergency than anything else.",i
it's about time we have this conversation out in the open.,i
"we had it at the budget hearing, but it deserves another, another look behind the curtain here, because when ambulances are breaking down on the way to call something.",i
that's seriously wrong.,i
that's just not bad luck.,i
"that's the lack of investments, investment in, in, basically the basics.",i
"so, you know, i believe in our ems crews.",i
"they're out there doing their jobs, giving everything they got.",i
least we can do is give them the equipment that works.,i
"if you know, if you drop a truck for a living, you know, like my dad did, you need that truck to run.",i
so same goes for ambulances.,i
"we've kicked this, this, this can down the road.",i
you know far enough about replacing these rigs.,i
"so, looking forward to catching up on this conversation, and the public's the one that's gonna, you know, pay the price in the end if we don't fix it.",i
so i'm backing this post agenda because i i believe we owe it to the people who call now on one and the professionals who show up to help.,i
"so, looking forward to not, you know, stop patching things up and let's start fixing them right.",i
"thanks, thank you.",i
any other member?,i
"if not, we do have meeting announcements.",b
"this afternoon at 1: 30, council will hold a cablecast post agenda on pittsburgh waters: flood mitigation projects, chaired by councilman warwick.",i
"tomorrow, wednesday, april 22nd, at 10, we'll hold our council meeting, our regular standing committee meeting speaker registration will close at 9: 00 am.",i
"also, wednesday, april 23rd, at 2 pm, council holding cablecast public hearing on bill 1579 regarding reduced required minimum lot sizes- speed registration will close at 12: 30 on wednesday.",i
"to register to speak at these meetings, please fill up the sign up form on the councilman's webpage or call the clerk's office 412-255-2138.",i
councilman warwick.,b
"yeah, just just really quickly.",i
i wanted to congratulate councilwoman smith.,i
i'm sorry that we did not make it to the easter egg event.,i
"yeah, we had it.",i
"yeah, we had a community cleanup.",i
"you know that had to be at, of course, in hazelwood, but i know it's a great event and something you're very proud of, and i saw the pictures and it looked amazing.",i
"so, thank you, it's actually our last one.",i
"yeah, that's the way i wanted to mention it.",i
"yeah, my staff's happy and happy earth day.",i
happy earth day.,i
"yeah, i just wanted to add to that.",i
"it was sensational, as usual.",i
"it's unbelievable, the crowd you get there and the kids are also happy.",i
"and let me just say this, if there's any- you know, repper, if there's, if there's anybody wondering what should we do with or without our motorcycle unit and the pittsburgh police?",i
"there were a line of about a hundred kids trying to get on for your commander, my commander, commander ripple.",i
i think that's the best pr piece of it that we have in the pittsburgh police department.,i
"it really is the kids and, and, honest to god, they, you, just they.",i
"some of them didn't even get it right, i think, because it was the line was a so long, so, but what a great event.",i
"you know, always, always a pleasure to be a part of nothing but smiling faces and kids.",i
"it's all about the kids and they were just thrilled and the parents were thrilled and a lot of them were thanking me, even though i had nothing to do with it.",i
"so i did take credit, though he did.",i
on the way out he said: you're welcome.,i
"can i just say real quickly about commander ripple, do you mind?",i
i just want to say he stayed on that bike for over three hours making sure every kid got a ride.,i
he got off.,i
he could barely.,i
His wife was there and she's also a nurse practitioner and the child had fainted and she had taken care of him as well.,i
So they were really a great asset to the event.,i
"But I wanna thank all the city of Pittsburgh, employees and public works, police, fire, EMS, everyone that came out and helped us the park rangers.",i
There's just so many people that come together for this event.,i
"Honestly, it looked like a political event.",i
"at first I was getting kind of worried, I'm thinking there was so many people there.",i
But then the kids came and that's the part I'm good at- getting the kids to come out.,i
"So for that part, I'm really thankful that the parents had a good time.",i
I'm grateful that the weather was good and that everybody went home safe and had fun.,i
And thank you to my staff for organizing for so many years.,i
"I do wanna thank Wanda Spencer, who was actually the first person in my office to organize it for probably about a decade And she retired, so now it was up to Lori, who was like a, pretty much working on her own.",i
She's not gonna miss the event.,i
She's not gonna miss it.,i
So I just wanna thank you.,i
but thank you everyone.,i
"Thank you, Councilman Caldwell for attending.",i
"All right, with that motion to approve the minutes and adjourn the meeting.",b
"So moved, Second, Second, All in favor.",i
"say aye, Aye, We are adjourned.",i
"Thank you, We'll be right back.",i
"Yeah, So,000 forward these weil.",i
And that is your ocean media.,i
"You've heard such amazing conversations with than anyone, I think, some of youraky philanthropic guests.",i
